capacity,traffic,retry_attempt,retry_interval,cb,enforcement_point,start,end
33,1.2,20,1ms,5,3,1678095559607,1678095859648
33,1.2,20,1ms,10,3,1678095874912,1678096174912
33,1.2,20,1ms,20,3,1678096190173,1678096490172
33,1.2,20,1ms,50,3,1678096505427,1678096805421
33,1.2,20,1ms,500,3,1678096820678,1678097120675
33,1.2,20,1ms,1000,3,1678097135913,1678097435912
33,1.2,20,5ms,1,3,1678097451419,1678097751418
33,1.2,20,5ms,5,3,1678097766681,1678098066705
33,1.2,20,5ms,10,3,1678098081960,1678098381958
33,1.2,20,5ms,20,3,1678098397222,1678098697219
33,1.2,20,5ms,50,3,1678098712503,1678099012504
33,1.2,20,5ms,500,3,1678099027772,1678099327780
33,1.2,20,5ms,1000,3,1678099343017,1678099643019
33,1.2,20,10ms,1,3,1678099658535,1678099958537
33,1.2,20,10ms,5,3,1678099973789,1678100273791
33,1.2,20,10ms,10,3,1678100289051,1678100589002
33,1.2,20,10ms,20,3,1678100604275,1678100904270
33,1.2,20,10ms,50,3,1678100919538,1678101219533
33,1.2,20,10ms,500,3,1678101234793,1678101534795
33,1.2,20,10ms,1000,3,1678101550069,1678101850085
33,1.2,20,50ms,1,3,1678101865610,1678102165614
33,1.2,20,50ms,5,3,1678102180863,1678102480868
33,1.2,20,50ms,10,3,1678102496140,1678102796144
33,1.2,20,50ms,20,3,1678102811406,1678103111366
33,1.2,20,50ms,50,3,1678103126636,1678103426630
33,1.2,20,50ms,500,3,1678103441889,1678103741886
33,1.2,20,50ms,1000,3,1678103757148,1678104057130
33,1.2,20,100ms,1,3,1678104072646,1678104372639
33,1.2,20,100ms,5,3,1678104387890,1678104687886
33,1.2,20,100ms,10,3,1678104703149,1678105003145
33,1.2,20,100ms,20,3,1678105018411,1678105318431
33,1.2,20,100ms,50,3,1678105333711,1678105633709
33,1.2,20,100ms,500,3,1678105648960,1678105948958
33,1.2,20,100ms,1000,3,1678105964232,1678106264229
33,1.4,1,1ms,1,3,1678106280036,1678106580044
33,1.4,1,1ms,5,3,1678106595316,1678106895310
33,1.4,1,1ms,10,3,1678106910560,1678107210557
33,1.4,1,1ms,20,3,1678107225790,1678107525787
33,1.4,1,1ms,50,3,1678107541057,1678107841064
33,1.4,1,1ms,500,3,1678107856308,1678108156307
33,1.4,1,1ms,1000,3,1678108171550,1678108471545
33,1.4,1,5ms,1,3,1678108487027,1678108787026
33,1.4,1,5ms,5,3,1678108802305,1678109102297
33,1.4,1,5ms,10,3,1678109117554,1678109417550
33,1.4,1,5ms,20,3,1678109432802,1678109732797
33,1.4,1,5ms,50,3,1678109748065,1678110048062
33,1.4,1,5ms,500,3,1678110063310,1678110363335
33,1.4,1,5ms,1000,3,1678110378611,1678110678609
33,1.4,1,10ms,1,3,1678110694098,1678110994098
33,1.4,1,10ms,5,3,1678111009366,1678111309374
33,1.4,1,10ms,10,3,1678111324658,1678111624662
33,1.4,1,10ms,20,3,1678111639928,1678111939925
33,1.4,1,10ms,50,3,1678111955200,1678112255202
33,1.4,1,10ms,500,3,1678112270466,1678112570442
33,1.4,1,10ms,1000,3,1678112585726,1678112885725
33,1.4,1,50ms,1,3,1678112901216,1678113201215
33,1.4,1,50ms,5,3,1678113216489,1678113516487
33,1.4,1,50ms,10,3,1678113531741,1678113831708
33,1.4,1,50ms,20,3,1678113846948,1678114146946
33,1.4,1,50ms,50,3,1678114162384,1678114462378
33,1.4,1,50ms,500,3,1678114477643,1678114777637
33,1.4,1,50ms,1000,3,1678114792918,1678115092949
33,1.4,1,100ms,1,3,1678115108455,1678115408454
33,1.4,1,100ms,5,3,1678115423769,1678115723767
33,1.4,1,100ms,10,3,1678115739040,1678116039037
33,1.4,1,100ms,20,3,1678116054329,1678116354292
33,1.4,1,100ms,50,3,1678116369547,1678116669540
33,1.4,1,100ms,500,3,1678116684793,1678116984789
33,1.4,1,100ms,1000,3,1678117000052,1678117300045
33,1.4,2,1ms,1,3,1678117316502,1678117616485
33,1.4,2,1ms,5,3,1678117632091,1678117932088
33,1.4,2,1ms,10,3,1678117947380,1678118247377
33,1.4,2,1ms,20,3,1678118262667,1678118562636
33,1.4,2,1ms,50,3,1678118577910,1678118877905
33,1.4,2,1ms,500,3,1678118893191,1678119193188
33,1.4,2,1ms,1000,3,1678119208450,1678119508466
33,1.4,2,5ms,1,3,1678119523973,1678119823974
33,1.4,2,5ms,5,3,1678119839275,1678120139276
33,1.4,2,5ms,10,3,1678120154551,1678120454552
33,1.4,2,5ms,20,3,1678120469823,1678120769831
33,1.4,2,5ms,50,3,1678120785115,1678121085116
33,1.4,2,5ms,500,3,1678121100395,1678121400391
33,1.4,2,5ms,1000,3,1678121415653,1678121715650
33,1.4,2,10ms,1,3,1678121731156,1678122031160
33,1.4,2,10ms,5,3,1678122046422,1678122346414
33,1.4,2,10ms,10,3,1678122361678,1678122661675
33,1.4,2,10ms,20,3,1678122676941,1678122976960
33,1.4,2,10ms,50,3,1678122992227,1678123292226
33,1.4,2,10ms,500,3,1678123307492,1678123607491
33,1.4,2,10ms,1000,3,1678123622800,1678123922795
33,1.4,2,50ms,1,3,1678123938340,1678124238382
33,1.4,2,50ms,5,3,1678124253663,1678124553664
33,1.4,2,50ms,10,3,1678124568930,1678124868932
33,1.4,2,50ms,20,3,1678124884213,1678125184216
33,1.4,2,50ms,50,3,1678125199502,1678125499474
33,1.4,2,50ms,500,3,1678125514753,1678125814753
33,1.4,2,50ms,1000,3,1678125830020,1678126130016
33,1.4,2,100ms,1,3,1678126145510,1678126445508
33,1.4,2,100ms,5,3,1678126460775,1678126760754
33,1.4,2,100ms,10,3,1678126776009,1678127076008
33,1.4,2,100ms,20,3,1678127091311,1678127391313
33,1.4,2,100ms,50,3,1678127406560,1678127706554
33,1.4,2,100ms,500,3,1678127721814,1678128021803
33,1.4,2,100ms,1000,3,1678128037061,1678128337056
33,1.4,5,1ms,1,3,1678128352537,1678128652534
33,1.4,5,1ms,5,3,1678128667800,1678128967797
33,1.4,5,1ms,10,3,1678128983036,1678129283027
33,1.4,5,1ms,20,3,1678129298276,1678129598274
33,1.4,5,1ms,50,3,1678129613516,1678129913511
33,1.4,5,1ms,500,3,1678129928747,1678130228742
33,1.4,5,1ms,1000,3,1678130244001,1678130544014
33,1.4,5,5ms,1,3,1678130559512,1678130859510
33,1.4,5,5ms,5,3,1678130874760,1678131174759
33,1.4,5,5ms,10,3,1678131190009,1678131490034
33,1.4,5,5ms,20,3,1678131505306,1678131805305
33,1.4,5,5ms,50,3,1678131820731,1678132120737
33,1.4,5,5ms,500,3,1678132136009,1678132436010
33,1.4,5,5ms,1000,3,1678132451294,1678132751293
33,1.4,5,10ms,1,3,1678132766947,1678133066945
33,1.4,5,10ms,5,3,1678133082226,1678133382233
33,1.4,5,10ms,10,3,1678133397529,1678133697530
33,1.4,5,10ms,20,3,1678133712813,1678134012809
33,1.4,5,10ms,50,3,1678134028061,1678134328058
33,1.4,5,10ms,500,3,1678134343344,1678134643350
33,1.4,5,10ms,1000,3,1678134658624,1678134958628
33,1.4,5,50ms,1,3,1678134974135,1678135274129
33,1.4,5,50ms,5,3,1678135289414,1678135589411
33,1.4,5,50ms,10,3,1678135604676,1678135904674
33,1.4,5,50ms,20,3,1678135919944,1678136219939
33,1.4,5,50ms,50,3,1678136235220,1678136535181
33,1.4,5,50ms,500,3,1678136550447,1678136850446
33,1.4,5,50ms,1000,3,1678136865734,1678137165736
33,1.4,5,100ms,1,3,1678137181249,1678137481251
33,1.4,5,100ms,5,3,1678137496520,1678137796533
33,1.4,5,100ms,10,3,1678137811846,1678138111844
33,1.4,5,100ms,20,3,1678138127112,1678138427110
33,1.4,5,100ms,50,3,1678138442399,1678138742421
33,1.4,5,100ms,500,3,1678138757693,1678139057698
33,1.4,5,100ms,1000,3,1678139072959,1678139372954
33,1.4,10,1ms,1,3,1678139388469,1678139688469
33,1.4,10,1ms,5,3,1678139703739,1678140003736
33,1.4,10,1ms,10,3,1678140019020,1678140319016
33,1.4,10,1ms,20,3,1678140334280,1678140634284
33,1.4,10,1ms,50,3,1678140649567,1678140949567
33,1.4,10,1ms,500,3,1678140964846,1678141264858
33,1.4,10,1ms,1000,3,1678141280119,1678141580120
33,1.4,10,5ms,1,3,1678141595644,1678141895649
33,1.4,10,5ms,5,3,1678141910921,1678142210926
33,1.4,10,5ms,10,3,1678142226205,1678142526160
33,1.4,10,5ms,20,3,1678142541423,1678142841421
33,1.4,10,5ms,50,3,1678142856693,1678143156688
33,1.4,10,5ms,500,3,1678143172071,1678143472064
33,1.4,10,5ms,1000,3,1678143487599,1678143787594
33,1.4,10,10ms,1,3,1678143803124,1678144103118
33,1.4,10,10ms,5,3,1678144118386,1678144418383
33,1.4,10,10ms,10,3,1678144433641,1678144733657
33,1.4,10,10ms,20,3,1678144748936,1678145048938
33,1.4,10,10ms,50,3,1678145064193,1678145364191
33,1.4,10,10ms,500,3,1678145379497,1678145679495
33,1.4,10,10ms,1000,3,1678145694756,1678145994750
33,1.4,10,50ms,1,3,1678146010261,1678146310255
33,1.4,10,50ms,5,3,1678146325531,1678146625529
33,1.4,10,50ms,10,3,1678146640782,1678146940779
33,1.4,10,50ms,20,3,1678146956028,1678147256023
33,1.4,10,50ms,50,3,1678147271320,1678147571318
33,1.4,10,50ms,500,3,1678147586575,1678147886569
33,1.4,10,50ms,1000,3,1678147901827,1678148201825
33,1.4,10,100ms,1,3,1678148217346,1678148517340
33,1.4,10,100ms,5,3,1678148532612,1678148832607
33,1.4,10,100ms,10,3,1678148847889,1678149147888
33,1.4,10,100ms,20,3,1678149163145,1678149463143
33,1.4,10,100ms,50,3,1678149478411,1678149778429
33,1.4,10,100ms,500,3,1678149793691,1678150093688
33,1.4,10,100ms,1000,3,1678150108960,1678150408961
33,1.4,20,1ms,1,3,1678150424503,1678150724507
33,1.4,20,1ms,5,3,1678150739786,1678151039779
33,1.4,20,1ms,10,3,1678151055063,1678151355066
33,1.4,20,1ms,20,3,1678151370352,1678151670356
33,1.4,20,1ms,50,3,1678151685648,1678151985647
33,1.4,20,1ms,500,3,1678152000913,1678152300908
33,1.4,20,1ms,1000,3,1678152316210,1678152616213
33,1.4,20,5ms,1,3,1678152631738,1678152931739
33,1.4,20,5ms,5,3,1678152947008,1678153247006
33,1.4,20,5ms,10,3,1678153262285,1678153562287
33,1.4,20,5ms,20,3,1678153577571,1678153877570
33,1.4,20,5ms,50,3,1678153892833,1678154192828
33,1.4,20,5ms,500,3,1678154208099,1678154508071
33,1.4,20,5ms,1000,3,1678154523338,1678154823339
33,1.4,20,10ms,1,3,1678154838835,1678155138836
33,1.4,20,10ms,5,3,1678155154107,1678155454104
33,1.4,20,10ms,10,3,1678155469378,1678155769365
33,1.4,20,10ms,20,3,1678155784633,1678156084631
33,1.4,20,10ms,50,3,1678156099895,1678156399889
33,1.4,20,10ms,500,3,1678156415182,1678156715182
33,1.4,20,10ms,1000,3,1678156730453,1678157030450
33,1.4,20,50ms,1,3,1678157045962,1678157345959
33,1.4,20,50ms,5,3,1678157361238,1678157661238
33,1.4,20,50ms,10,3,1678157676507,1678157976498
33,1.4,20,50ms,20,3,1678157991771,1678158291804
33,1.4,20,50ms,50,3,1678158307079,1678158607079
33,1.4,20,50ms,500,3,1678158622372,1678158922374
33,1.4,20,50ms,1000,3,1678158937625,1678159237627
33,1.4,20,100ms,1,3,1678159253137,1678159553178
33,1.4,20,100ms,5,3,1678159568449,1678159868454
33,1.4,20,100ms,10,3,1678159883741,1678160183745
33,1.4,20,100ms,20,3,1678160199046,1678160499053
33,1.4,20,100ms,50,3,1678160514336,1678160814343
33,1.4,20,100ms,500,3,1678160829610,1678161129616
33,1.4,20,100ms,1000,3,1678161144889,1678161444896
