traffic,cb,retry,start,end
spike-110-160,50,dynamic,1677686283325,1677686587354
spike-110-160,50,2,1677686619763,1677686919763
spike-110-160,50,10,1677686922713,1677687222713
spike-110-160,50,none,1677687255092,1677687555092
