traffic,cb,retry,start,end
static-110,dynamic,dynamic,1676812746664,1676813048824
static-110,dynamic,2,1676813080019,1676813384106
static-110,dynamic,10,1676813385802,1676813687900
static-110,dynamic,none,1676813718870,1676814021676
