traffic,cb,retry,start,end
spike-110-160,dynamic,dynamic,1677684533906,1677684834931
spike-110-160,dynamic,2,1677684866136,1677685167537
spike-110-160,dynamic,10,1677685169435,1677685469605
spike-110-160,dynamic,none,1677685500742,1677685802923
