i,traffic,retry_attempt,retry_interval,cb,pc_succ_req,pc_fail_req,pc_cb_req,pc_c_rt,f_succ_req,f_fail_req,f_cb_req,f_c_rt
2739,1.0,10,1,1024,74.085,10.988,0.0,1656.374916722185,8.0,13.600000000000001,0,4145.833333333332
2740,1.0,10,1,1024,57.288,13.416,0.0,1589.9748159628039,8.2,12.6,0,2442.5
2741,1.0,10,1,1024,71.8,13.0,0.0,1647.9166666666647,6.8,14.8,0,4410.714285714285
2742,1.0,10,1,1024,63.4,10.6,0.0,1482.1428571428619,9.4,15.399999999999999,0,3083.3333333333285
2743,1.0,10,1,1024,66.8,13.4,0.0,1502.5,7.8,14.600000000000001,0,3749.9999999999986
2744,1.0,10,1,1024,58.8,13.200000000000001,0.0,1790.3846153846157,7.8,14.4,0,4050.0
2745,1.0,10,1,1024,66.0,13.0,0.0,1655.1470588235277,6.2,15.200000000000001,0,3708.333333333332
2746,1.0,10,1,1024,54.6,16.0,0.0,1866.071428571429,7.4,14.4,0,4321.428571428572
2747,1.0,10,1,1024,71.6,9.2,0.0,1632.1428571428564,5.4,16.8,0,2462.5
2748,1.0,10,1,1024,61.8,10.8,0.0,1556.034482758621,9.2,11.600000000000001,0,4062.499999999998
2749,1.0,10,1,1024,66.2,12.200000000000001,0.0,1486.2068965517233,8.4,14.2,0,4285.714285714285
2750,1.0,5,1,1024,114.6,10.0,0.0,403.1250000000002,13.0,20.0,0,935.8695652173914
2751,1.0,5,1,1024,95.6,7.6,0.0,387.24489795918396,16.2,16.8,0,918.75
2752,1.0,5,1,1024,117.2,6.0,0.0,293.24324324324283,17.0,13.0,0,848.2142857142856
2753,1.0,5,1,1024,106.4,6.2,0.0,362.7604166666663,17.589,16.19,0,944.7368421052631
2754,1.0,5,1,1024,115.6,6.800000000000001,0.0,342.7325581395349,13.408,19.011,0,969.9999999999997
2755,1.0,5,1,1024,88.4,13.2,0.0,435.87662337662306,15.8,21.4,0,955.2083333333331
2756,1.0,5,1,1024,113.2,5.0,0.0,325.6578947368424,15.0,14.8,0,923.9130434782605
2757,1.0,5,1,1024,92.4,14.399999999999999,0.0,415.7692307692306,13.8,20.0,0,975.0
2758,1.0,5,1,1024,100.6,11.799999999999999,0.0,400.1893939393941,11.6,22.599999999999998,0,951.086956521739
2759,1.0,5,1,1024,107.0,9.8,0.0,378.30188679245265,18.2,16.0,0,894.6428571428571
2760,1.0,5,1,1024,110.2,5.4,0.0,296.0714285714282,12.6,19.2,0,858.9285714285713
2761,1.0,5,1,1024,92.4,15.8,0.0,428.5000000000001,13.8,19.0,0,919.7368421052629
2762,1.0,5,1,1024,112.6,9.600000000000001,0.0,407.78688524590166,14.8,17.0,0,947.3214285714287
2763,1.0,5,1,1024,95.8,4.4,0.0,309.67741935483826,16.4,14.6,0,812.5
2764,1.0,5,1,1024,114.8,8.2,0.0,374.56896551724117,15.0,18.400000000000002,0,962.0370370370368
2765,1.0,5,1,1024,103.033,8.791,0.0,385.5268655089732,17.6,16.0,0,949.9999999999999
2766,1.0,5,1,1024,117.194,4.005,0.0,291.0066903019204,16.4,15.0,0,910.5263157894738
2767,1.0,5,1,1024,101.8,8.2,0.0,371.0784313725486,15.0,18.599999999999998,0,976.3888888888887
2768,1.0,5,1,1024,97.6,11.2,0.0,409.23076923076917,12.8,19.4,0,954.6874999999998
2769,1.0,5,1,1024,93.2,10.4,0.0,392.92452830188694,14.6,15.799999999999999,0,941.6666666666666
2770,1.0,5,1,1024,113.6,4.0,0.0,262.93103448275843,14.8,20.2,0,924.9999999999991
2771,1.0,5,1,1024,97.4,14.4,0.0,413.85135135135147,15.0,18.2,0,945.8333333333335
2772,1.0,5,1,1024,119.6,5.2,0.0,337.2023809523807,15.6,16.799999999999997,0,928.8461538461536
2773,1.0,5,1,1024,91.8,11.0,0.0,424.99999999999955,16.2,16.2,0,940.2777777777776
2774,1.0,5,1,1024,121.2,5.4,0.0,297.4999999999991,13.8,20.599999999999998,0,917.8571428571427
2775,1.0,none,1,1024,181.6,0.0,0.0,4.9425,33.6,0.0,0,301.38888888888863
2776,1.0,none,1,1024,225.2,0.0,0.0,49.33823529411772,35.4,0.0,0,98.75
2777,1.0,none,1,1024,197.0,0.0,0.0,7.166666666666665,30.8,0.0,0,337.49999999999966
2778,1.0,none,1,1024,182.2,0.0,0.0,56.27551020408157,32.0,0.0,0,95.68181818181824
2779,1.0,none,1,1024,208.4,0.0,0.0,6.217391304347801,37.0,0.0,0,402.8846153846156
2780,1.0,none,1,1024,220.4,0.0,0.0,76.13888888888889,35.4,0.0,0,192.28260869565204
2781,1.0,none,1,1024,194.8,0.0,0.0,5.484375000000001,32.0,0.0,0,239.6428571428569
2782,1.0,none,1,1024,196.4,0.0,0.0,40.05000000000001,32.2,0.0,0,87.40384615384613
2783,1.0,none,1,1024,184.8,0.0,0.0,5.116666666666608,31.8,0.0,0,384.0277777777776
2784,1.0,none,1,1024,209.6,0.0,0.0,56.249999999999915,36.6,0.0,0,98.6764705882353
2785,1.0,none,1,1024,207.4,0.0,0.0,8.596153846153836,34.6,0.0,0,401.5625000000003
2786,1.0,none,1,1024,201.6,0.0,0.0,74.45205479452046,29.2,0.0,0,92.02380952380946
2787,1.0,none,1,1024,181.0,0.0,0.0,6.233333333333301,32.0,0.0,0,360.8333333333332
2788,1.0,none,1,1024,210.2,0.0,0.0,59.508196721311336,34.6,0.0,0,129.31818181818136
2789,1.0,none,1,1024,187.4,0.0,0.0,5.437499999999986,34.0,0.0,0,424.03846153846166
2790,1.0,none,1,1024,199.8,0.0,0.0,68.42741935483868,29.0,0.0,0,64.0909090909091
2791,1.0,none,1,1024,206.0,0.0,0.0,5.3611111111110965,37.6,0.0,0,241.3157894736841
2792,1.0,none,1,1024,221.0,0.0,0.0,62.81690140845056,36.8,0.0,0,121.00000000000009
2793,1.0,none,1,1024,203.0,0.0,0.0,6.411764705882332,34.4,0.0,0,249.99999999999977
2794,1.0,none,1,1024,209.0,0.0,0.0,43.750000000000114,30.6,0.0,0,90.27777777777779
2795,1.0,none,1,1024,160.6,0.0,0.0,4.996891191709844,29.8,0.0,0,397.79411764705884
2796,1.0,none,1,1024,208.0,0.0,0.0,72.76315789473678,30.2,0.0,0,138.24999999999986
2797,1.0,none,1,1024,193.2,0.0,0.0,7.863636363636366,34.8,0.0,0,228.28947368421063
2798,1.0,none,1,1024,207.2,0.0,0.0,45.11363636363626,32.2,0.0,0,186.4473684210526
2799,1.0,none,1,1024,186.0,0.0,0.0,22.10714285714276,33.4,0.0,0,311.3636363636366
2800,0.6,1,25,1,84.2,0.8,2.2,4.936860670194004,17.2,5.6000000000000005,0,48.98706896551724
2801,0.6,1,25,1,87.2,0.2,1.8,4.9781725888324875,12.2,4.3999999999999995,0,61.24999999999997
2802,0.6,1,25,1,94.0,0.4,2.2,4.963456790123456,13.4,3.8,0,49.73557692307692
2803,0.6,1,25,1,101.8,0.0,1.6,5.303571428571433,15.4,5.6000000000000005,0,86.38888888888889
2804,0.6,1,25,1,95.8,1.5999999999999999,3.6,4.912428298279159,15.8,4.6,0,49.15909090909091
2805,0.6,1,25,1,112.4,0.0,1.4,4.974193548387097,14.6,6.0,0,49.15760869565217
2806,0.6,1,25,1,89.6,1.4,1.8,4.996893203883495,17.2,3.5999999999999996,0,49.09090909090909
2807,0.6,1,25,1,116.6,0.2,2.0,5.053571428571431,14.6,6.0,0,57.49999999999996
2808,0.6,1,25,1,95.2,1.6,2.2,4.939772727272727,16.8,4.6,0,48.971774193548384
2809,0.6,1,25,1,118.4,0.2,1.2,6.208333333333334,16.6,4.6,0,54.166666666666714
2810,0.6,1,25,1,109.8,2.0,2.6,4.913978494623656,18.2,2.4,0,60.83333333333326
2811,0.6,1,25,1,112.4,0.0,2.2,8.779411764705877,15.8,9.2,0,70.3571428571429
2812,0.6,1,25,1,77.2,0.6,0.8,4.9248031496063,16.8,2.0,0,54.49999999999999
2813,0.6,1,25,1,97.8,0.0,1.8,4.98888888888889,13.0,3.8,0,70.5
2814,0.6,1,25,1,86.4,1.0,3.0,4.974164810690423,13.4,3.2,0,49.62264150943396
2815,0.6,1,25,1,119.6,0.2,1.6,4.985258964143426,16.6,7.0,0,74.16666666666664
2816,0.6,1,25,1,93.8,2.0,3.0,5.124999999999975,16.6,4.2,0,49.21875
2817,0.6,1,25,1,94.8,0.0,1.6,6.687499999999966,14.0,6.0,0,62.5
2818,0.6,1,25,1,77.4,0.4,1.4,4.9255813953488365,14.6,2.4,0,49.63541666666667
2819,0.6,1,25,1,102.6,0.0,2.0,5.766666666666676,11.4,4.8,0,62.49999999999994
2820,0.6,1,25,1,109.4,0.6000000000000001,1.8,4.942408376963351,17.2,5.0,0,48.0
2821,0.6,1,25,1,100.8,0.0,2.0,4.959488272921108,15.8,4.8,0,60.49999999999996
2822,0.6,1,25,1,90.0,1.4,1.2,4.8929384965831435,14.2,3.0,0,59.49999999999997
2823,0.6,1,25,1,108.6,0.0,2.0,6.000000000000043,15.2,5.8,0,67.0
2824,0.6,1,25,1,90.6,0.8,1.6,4.974859287054409,16.8,4.4,0,49.47033898305085
2825,0.6,10,25,1,89.0,0.0,1.8,4.9925,13.4,5.8,0,91.25000000000006
2826,0.6,10,25,1,91.0,0.0,4.4,4.97412935323383,14.8,3.8,0,49.65277777777777
2827,0.6,10,25,1,95.0,0.0,3.4,4.994166666666667,14.2,7.0,0,74.16666666666654
2828,0.6,10,25,1,92.6,0.0,3.2,6.777777777777775,15.4,3.4,0,48.32386363636364
2829,0.6,10,25,1,80.8,0.0,1.2,7.725,13.0,4.6,0,97.49999999999997
2830,0.6,10,25,1,95.4,0.0,3.8,4.963325183374083,13.6,4.6000000000000005,0,49.24418604651162
2831,0.6,10,25,1,89.4,0.2,1.4,6.359374999999984,15.2,5.199999999999999,0,93.12499999999991
2832,0.6,10,25,1,102.2,0.0,2.8,5.338235294117672,15.2,2.8,0,49.898648648648646
2833,0.6,10,25,1,84.8,0.0,1.6,6.602941176470569,13.4,3.8,0,99.49999999999991
2834,0.6,10,25,1,95.0,0.0,3.0,5.449999999999993,13.4,4.4,0,65.0
2835,0.6,10,25,1,92.4,0.0,1.6,6.8636363636363615,15.8,3.4000000000000004,0,78.00000000000003
2836,0.6,10,25,1,111.4,0.0,3.6,4.979241516966068,17.6,4.4,0,49.66346153846153
2837,0.6,10,25,1,94.8,0.0,1.4,5.599999999999999,14.8,5.0,0,126.24999999999953
2838,0.6,10,25,1,109.8,0.0,3.0,7.654761904761891,18.2,4.0,0,49.79166666666667
2839,0.6,10,25,1,99.8,0.0,2.2,5.666666666666653,15.4,7.2,0,89.49999999999996
2840,0.6,10,25,1,100.8,0.0,1.8,4.947826086956521,16.4,2.6,0,49.33139534883721
2841,0.6,10,25,1,87.4,0.0,2.2,4.976572668112798,11.2,5.8,0,99.49999999999991
2842,0.6,10,25,1,102.8,0.0,3.6,5.821428571428571,17.8,5.0,0,67.49999999999993
2843,0.6,10,25,1,99.2,0.0,2.4,5.191176470588229,13.4,4.8,0,85.41666666666667
2844,0.6,10,25,1,108.2,0.0,2.8,7.118421052631572,17.6,3.0,0,49.29347826086956
2845,0.6,10,25,1,82.2,0.0,2.4,5.799999999999983,13.2,5.6,0,98.33333333333337
2846,0.6,10,25,1,103.4,0.0,2.8,5.234374999999987,16.2,4.0,0,49.37499999999999
2847,0.6,10,25,1,88.8,0.0,1.6,6.526315789473668,12.995,3.1990000000000003,0,84.16666666666669
2848,0.6,10,25,1,102.4,0.0,2.6,5.7045454545454914,17.007,3.4010000000000002,0,49.27083333333333
2849,0.6,10,25,1,88.4,0.0,1.4,4.912883435582821,14.0,4.8,0,85.0
2850,0.6,5,25,1,96.0,0.0,3.0,9.499999999999996,15.2,4.3999999999999995,0,49.76063829787234
2851,0.6,5,25,1,96.8,0.2,4.6,4.981224489795917,15.0,7.0,0,51.87499999999996
2852,0.6,5,25,1,105.4,0.0,2.2,9.960526315789473,15.2,3.4000000000000004,0,87.50000000000001
2853,0.6,5,25,1,107.4,0.0,3.2,5.911764705882337,15.4,5.3999999999999995,0,49.6
2854,0.6,5,25,1,95.6,0.0,1.8,11.750000000000004,16.2,5.0,0,107.49999999999986
2855,0.6,5,25,1,105.0,0.2,2.8,4.932542372881356,15.4,5.0,0,59.49999999999997
2856,0.6,5,25,1,109.2,0.0,2.6,6.386363636363633,17.2,4.6,0,90.50000000000003
2857,0.6,5,25,1,85.6,0.0,2.8,4.937214137214136,12.0,6.0,0,57.999999999999915
2858,0.6,5,25,1,91.6,0.0,1.8,6.366666666666655,15.0,3.4,0,99.99999999999994
2859,0.6,5,25,1,87.8,0.0,2.8,6.305555555555538,13.0,5.4,0,62.000000000000014
2860,0.6,5,25,1,94.0,0.0,1.8,8.670454545454545,14.4,3.8000000000000003,0,97.91666666666664
2861,0.6,5,25,1,85.6,0.2,3.0,4.928540305010893,15.0,3.4000000000000004,0,49.21568627450981
2862,0.6,5,25,1,98.0,0.0,1.0,6.842105263157904,15.4,3.6,0,95.62500000000003
2863,0.6,5,25,1,109.0,0.0,4.4,5.690476190476171,16.0,7.0,0,67.08333333333333
2864,0.6,5,25,1,99.2,0.0,2.2,10.666666666666535,15.4,3.0,0,90.50000000000003
2865,0.6,5,25,1,109.0,0.0,3.4,4.938369781312127,15.8,6.0,0,49.62962962962963
2866,0.6,5,25,1,105.2,0.0,2.2,7.833333333333306,17.2,5.2,0,87.49999999999999
2867,0.6,5,25,1,108.6,0.2,3.0,7.05434782608696,16.2,6.0,0,64.58333333333326
2868,0.6,5,25,1,108.8,0.0,1.4,4.988353413654618,16.4,3.0,0,86.87499999999994
2869,0.6,5,25,1,91.2,0.0,2.8,4.902355460385439,14.0,6.6000000000000005,0,49.131355932203384
2870,0.6,5,25,1,106.2,0.0,3.0,8.828124999999975,16.4,4.6,0,95.83333333333329
2871,0.6,5,25,1,96.8,0.0,2.0,4.98134328358209,15.2,3.2,0,49.46428571428571
2872,0.6,5,25,1,114.2,0.0,2.2,4.9812356979405035,18.2,5.0,0,49.107142857142854
2873,0.6,5,25,1,85.6,0.0,1.8,7.017857142857132,13.0,2.4000000000000004,0,67.85714285714275
2874,0.6,5,25,1,101.2,0.0,2.2,5.781249999999999,14.4,4.4,0,81.66666666666666
2875,0.6,1,25,50,109.6,1.2,0.0,6.693548387096762,21.6,0.0,0,59.58333333333321
2876,0.6,1,25,50,97.8,0.0,0.0,6.117647058823518,15.4,1.2,0,74.99999999999994
2877,0.6,1,25,50,107.2,1.4,0.0,4.9685767097966735,16.8,0.0,0,59.999999999999964
2878,0.6,1,25,50,114.8,0.8,0.0,9.863636363636381,19.8,2.6,0,77.49999999999994
2879,0.6,1,25,50,101.8,1.4,0.0,9.987499999999994,15.8,0.4,0,88.49999999999997
2880,0.6,1,25,50,119.2,0.6,0.0,13.857142857142835,17.6,2.0,0,92.11538461538458
2881,0.6,1,25,50,120.6,1.6,0.0,5.481481481481477,19.4,0.6,0,72.77777777777777
2882,0.6,1,25,50,136.2,0.4,0.0,9.119999999999976,22.4,2.0,0,86.875
2883,0.6,1,25,50,103.4,2.8,0.0,7.486486486486494,18.0,0.2,0,79.8076923076923
2884,0.6,1,25,50,122.6,0.0,0.0,9.678571428571416,20.0,2.8,0,82.69230769230765
2885,0.6,1,25,50,91.2,1.0,0.0,5.0,15.6,0.0,0,73.61111111111114
2886,0.6,1,25,50,122.2,0.8,0.0,7.033333333333331,19.0,2.0,0,79.44444444444444
2887,0.6,1,25,50,120.2,1.4,0.0,4.99836867862969,20.8,0.0,0,66.56249999999994
2888,0.6,1,25,50,132.2,0.6000000000000001,0.0,7.533333333333327,20.2,1.6,0,61.2500000000001
2889,0.6,1,25,50,95.2,1.7999999999999998,0.0,4.9072310405643735,16.6,0.6,0,72.99999999999996
2890,0.6,1,25,50,115.8,0.0,0.0,8.019230769230742,17.8,1.8,0,76.25
2891,0.6,1,25,50,112.2,1.0,0.0,6.4374999999999964,20.8,0.2,0,64.28571428571425
2892,0.6,1,25,50,130.2,1.0,0.0,4.951724137931034,18.8,2.0,0,89.1666666666666
2893,0.6,1,25,50,117.2,2.8000000000000003,0.0,19.214285714285822,20.4,0.2,0,87.38095238095235
2894,0.6,1,25,50,114.8,0.0,0.0,15.884615384615456,17.8,2.6,0,97.5
2895,0.6,1,25,50,102.6,2.4,0.0,5.027777777777779,18.0,0.6,0,66.07142857142856
2896,0.6,1,25,50,108.6,0.0,0.0,9.009999999999994,16.6,2.2,0,82.27272727272725
2897,0.6,1,25,50,93.2,1.4,0.0,5.173913043478257,16.0,0.0,0,63.333333333333314
2898,0.6,1,25,50,108.6,0.0,0.0,8.33333333333333,17.8,1.4,0,85.49999999999996
2899,0.6,1,25,50,116.0,2.8000000000000003,0.0,7.0543478260869446,18.6,1.0,0,56.87499999999996
2900,0.6,10,25,50,120.8,0.0,0.0,4.948148148148148,18.6,0.0,0,312.49999999999943
2901,0.6,10,25,50,113.8,0.0,0.0,9.029411764705884,18.0,0.0,0,90.55555555555557
2902,0.6,10,25,50,106.4,0.0,0.0,4.945315487571701,22.6,0.0,0,968.181818181818
2903,0.6,10,25,50,139.8,0.0,0.0,199.78260869565236,20.4,0.0,0,95.62499999999999
2904,0.6,10,25,50,124.2,0.0,0.0,5.578947368421048,21.6,0.0,0,763.8888888888886
2905,0.6,10,25,50,140.6,0.0,0.0,56.029411764706055,22.4,0.0,0,78.40909090909084
2906,0.6,10,25,50,118.6,0.0,0.0,4.9369905956112845,18.0,0.0,0,180.9999999999999
2907,0.6,10,25,50,108.0,0.0,0.0,7.937499999999978,20.0,0.4,0,60.83333333333326
2908,0.6,10,25,50,135.0,0.0,0.0,4.967032967032967,21.2,0.0,0,605.0000000000005
2909,0.6,10,25,50,117.4,0.0,0.0,62.738095238095106,20.8,0.0,0,77.50000000000001
2910,0.6,10,25,50,118.0,0.4,0.0,4.915932203389831,22.0,0.0,0,877.5000000000005
2911,0.6,10,25,50,145.6,0.0,0.0,97.4999999999999,21.4,0.0,0,84.99999999999994
2912,0.6,10,25,50,112.6,0.0,0.0,5.79166666666666,16.0,0.0,0,238.75000000000023
2913,0.6,10,25,50,102.2,0.0,0.0,6.33333333333331,18.4,0.0,0,64.58333333333326
2914,0.6,10,25,50,125.6,0.0,0.0,4.964566929133857,25.4,0.0,0,662.5000000000001
2915,0.6,10,25,50,137.6,0.0,0.0,76.48648648648638,18.0,0.0,0,53.999999999999915
2916,0.6,10,25,50,112.8,0.0,0.0,4.8829090909090915,20.0,0.0,0,762.4999999999998
2917,0.6,10,25,50,117.4,0.0,0.0,99.9999999999999,19.6,0.0,0,118.74999999999983
2918,0.6,10,25,50,124.2,0.4,0.0,6.828947368421036,21.8,0.0,0,787.4999999999997
2919,0.6,10,25,50,143.8,0.0,0.0,75.83333333333337,23.0,0.0,0,86.1363636363636
2920,0.6,10,25,50,119.2,0.0,0.0,7.120370370370345,18.0,0.0,0,417.8571428571427
2921,0.6,10,25,50,107.0,0.0,0.0,81.41304347826082,20.2,0.0,0,52.999999999999936
2922,0.6,10,25,50,129.4,0.0,0.0,4.862181818181818,22.8,0.0,0,592.8571428571432
2923,0.6,10,25,50,139.4,0.0,0.0,24.350000000000023,20.6,0.0,0,63.33333333333335
2924,0.6,10,25,50,105.0,0.0,0.0,4.9,20.0,0.0,0,646.4285714285713
2925,0.6,5,25,50,111.6,0.0,0.0,72.94117647058802,20.0,0.6000000000000001,0,608.3333333333326
2926,0.6,5,25,50,133.2,0.0,0.0,4.940740740740741,20.4,0.0,0,48.810483870967744
2927,0.6,5,25,50,132.6,0.2,0.0,66.96969696969677,23.2,0.2,0,414.0624999999998
2928,0.6,5,25,50,121.0,0.2,0.0,4.943396226415095,18.6,0.0,0,69.06249999999997
2929,0.6,5,25,50,127.4,0.0,0.0,9.055555555555557,21.6,0.2,0,284.99999999999926
2930,0.6,5,25,50,116.6,0.4,0.0,4.954576271186441,21.2,0.0,0,70.27777777777771
2931,0.6,5,25,50,102.0,0.0,0.0,73.52272727272732,19.2,0.4,0,443.7500000000001
2932,0.6,5,25,50,115.0,0.0,0.0,6.507575757575752,18.4,0.0,0,49.057377049180324
2933,0.6,5,25,50,111.8,0.0,0.0,5.849999999999973,15.4,0.2,0,182.49999999999937
2934,0.6,5,25,50,120.0,0.0,0.0,4.977926421404682,20.6,0.0,0,74.44444444444436
2935,0.6,5,25,50,111.6,0.0,0.0,50.138888888888765,19.8,0.0,0,353.5714285714284
2936,0.6,5,25,50,129.0,0.2,0.0,6.942307692307682,19.4,0.0,0,176.25
2937,0.6,5,25,50,133.0,0.2,0.0,62.49999999999983,21.8,0.2,0,431.24999999999955
2938,0.6,5,25,50,99.6,0.0,0.0,7.806249999999993,19.8,0.2,0,97.16666666666657
2939,0.6,5,25,50,122.8,0.0,0.0,8.49999999999999,17.8,0.0,0,234.99999999999966
2940,0.6,5,25,50,112.2,0.4,0.0,5.710526315789429,21.2,0.0,0,113.74999999999994
2941,0.6,5,25,50,127.4,0.0,0.0,4.9983935742971894,19.0,0.4,0,222.50000000000006
2942,0.6,5,25,50,115.4,0.6,0.0,4.984532374100719,20.6,0.0,0,77.50000000000001
2943,0.6,5,25,50,115.6,0.0,0.0,60.99999999999994,19.0,0.6,0,420.833333333333
2944,0.6,5,25,50,117.0,0.0,0.0,5.924999999999997,20.6,0.0,0,76.49999999999997
2945,0.6,5,25,50,118.0,0.0,0.0,8.134615384615383,17.2,0.0,0,270.8333333333336
2946,0.6,5,25,50,139.8,0.2,0.0,4.960912052117264,22.6,0.0,0,76.875
2947,0.6,5,25,50,131.6,0.0,0.0,65.60606060606064,23.8,0.2,0,281.24999999999835
2948,0.6,5,25,50,114.0,0.0,0.0,4.957396449704142,18.4,0.0,0,65.71428571428565
2949,0.6,5,25,50,123.2,0.0,0.0,9.184210526315786,19.6,0.0,0,250.0
2950,0.6,1,25,100,131.6,0.6000000000000001,0.0,4.928089887640448,19.8,0.2,0,76.75
2951,0.6,1,25,100,119.2,0.8,0.0,6.547619047619048,21.6,1.7999999999999998,0,49.34701492537314
2952,0.6,1,25,100,123.8,1.7999999999999998,0.0,4.995205479452055,19.0,0.0,0,78.86363636363636
2953,0.6,1,25,100,111.6,1.6,0.0,4.981272084805655,18.2,3.2,0,49.74662162162162
2954,0.6,1,25,100,115.6,1.0,0.0,5.412499999999998,18.2,1.2000000000000002,0,63.74999999999993
2955,0.6,1,25,100,126.2,2.2,0.0,14.800000000000077,21.0,2.0,0,86.32352941176472
2956,0.6,1,25,100,126.4,0.4,0.0,6.892857142857135,21.0,0.2,0,84.4642857142857
2957,0.6,1,25,100,113.0,1.0,0.0,4.995033112582782,16.0,1.4,0,76.13636363636361
2958,0.6,1,25,100,113.6,0.8,0.0,5.089285714285684,18.8,0.6000000000000001,0,49.303278688524586
2959,0.6,1,25,100,94.8,1.4,0.0,4.997037037037037,15.8,1.7999999999999998,0,51.99999999999996
2960,0.6,1,25,100,108.4,2.0,0.0,4.9805429864253385,17.2,0.2,0,49.94140625
2961,0.6,1,25,100,112.6,1.4,0.0,4.985365853658537,19.4,3.2,0,49.528688524590166
2962,0.6,1,25,100,124.0,0.6000000000000001,0.0,6.684782608695646,19.8,0.4,0,75.24999999999994
2963,0.6,1,25,100,96.0,2.0,0.0,4.991417910447762,14.8,2.2,0,66.07142857142856
2964,0.6,1,25,100,108.8,1.2,0.0,7.264705882352956,16.0,0.0,0,83.95833333333331
2965,0.6,1,25,100,92.2,1.8,0.0,8.787500000000016,17.2,3.0,0,82.8125
2966,0.6,1,25,100,112.0,0.8,0.0,7.631578947368423,20.8,0.0,0,84.58333333333331
2967,0.6,1,25,100,123.6,0.8,0.0,4.986013986013987,19.2,2.0,0,84.25000000000003
2968,0.6,1,25,100,123.6,2.2,0.0,7.197368421052627,19.6,0.2,0,85.58823529411765
2969,0.6,1,25,100,110.0,0.6000000000000001,0.0,4.9491467576791806,19.0,2.2,0,51.99999999999996
2970,0.6,1,25,100,128.0,0.2,0.0,4.986339754816113,21.2,0.0,0,84.37500000000001
2971,0.6,1,25,100,116.4,1.2,0.0,4.965217391304348,19.6,1.5999999999999999,0,72.22222222222223
2972,0.6,1,25,100,126.8,0.4,0.0,5.250000000000009,20.8,0.0,0,63.21428571428572
2973,0.6,1,25,100,115.0,0.4,0.0,4.946153846153846,17.4,0.8,0,70.35714285714289
2974,0.6,1,25,100,115.0,0.6,0.0,6.456521739130441,20.0,0.2,0,84.83333333333334
2975,0.6,10,25,100,112.2,0.0,0.0,4.992968749999999,18.6,0.2,0,49.74609375
2976,0.6,10,25,100,127.0,0.0,0.0,6.6499999999999915,20.2,0.0,0,229.64285714285697
2977,0.6,10,25,100,129.8,0.0,0.0,4.919789842381786,22.2,0.0,0,82.66666666666663
2978,0.6,10,25,100,120.4,0.0,0.0,62.39130434782595,20.2,0.0,0,599.9999999999992
2979,0.6,10,25,100,121.6,0.0,0.0,4.826950354609928,20.6,0.0,0,48.98550724637681
2980,0.6,10,25,100,128.6,0.0,0.0,76.8999999999997,20.6,0.0,0,490.2777777777777
2981,0.6,10,25,100,127.2,0.0,0.0,7.7391304347826,21.6,0.0,0,195.99999999999983
2982,0.6,10,25,100,135.4,0.0,0.0,76.39999999999992,22.4,0.0,0,594.9999999999989
2983,0.6,10,25,100,135.4,0.0,0.0,6.778846153846152,23.4,0.0,0,89.34210526315786
2984,0.6,10,25,100,146.8,0.2,0.0,69.29999999999995,23.8,0.2,0,415.0
2985,0.6,10,25,100,116.6,0.0,0.0,5.447916666666673,19.4,0.0,0,77.9166666666666
2986,0.6,10,25,100,103.4,0.0,0.0,54.027777777777686,17.0,0.0,0,352.0833333333331
2987,0.6,10,25,100,112.4,0.0,0.0,4.92447013487476,18.8,0.0,0,57.499999999999865
2988,0.6,10,25,100,111.6,0.0,0.0,13.149999999999906,18.6,0.0,0,225.99999999999972
2989,0.6,10,25,100,96.4,0.2,0.0,5.458333333333332,15.8,0.2,0,72.81249999999993
2990,0.6,10,25,100,107.0,0.0,0.0,6.270833333333329,18.385,0.0,0,358.3333333333339
2991,0.6,10,25,100,114.6,0.0,0.0,4.93773987206823,18.615,0.0,0,65.41666666666667
2992,0.6,10,25,100,118.6,0.0,0.0,51.94444444444446,19.8,0.0,0,500.0
2993,0.6,10,25,100,120.0,0.0,0.0,6.911111111111105,20.2,0.0,0,75.90909090909085
2994,0.6,10,25,100,122.6,0.0,0.0,9.604166666666657,20.8,0.0,0,509.9999999999998
2995,0.6,10,25,100,107.8,0.0,0.0,4.952276867030965,17.4,0.0,0,49.224999999999994
2996,0.6,10,25,100,103.4,0.0,0.0,91.71874999999999,17.4,0.0,0,968.7499999999995
2997,0.6,10,25,100,113.4,0.0,0.0,4.961851851851851,18.8,0.0,0,49.159836065573764
2998,0.6,10,25,100,120.2,0.0,0.0,5.42105263157892,19.8,0.0,0,137.5
2999,0.6,10,25,100,106.2,0.0,0.0,4.942322097378277,18.0,0.0,0,68.7499999999998
3000,0.6,5,25,100,143.6,0.0,0.0,4.978683385579937,23.6,0.0,0,164.28571428571433
3001,0.6,5,25,100,107.8,0.4,0.0,4.956825396825396,21.2,0.0,0,99.77272727272724
3002,0.6,5,25,100,94.2,0.2,0.0,37.708333333333584,14.4,0.6000000000000001,0,239.68750000000003
3003,0.6,5,25,100,93.8,0.2,0.0,5.039473684210509,16.6,0.0,0,96.78571428571425
3004,0.6,5,25,100,121.8,0.0,0.0,8.851190476190464,17.8,0.2,0,250.0
3005,0.6,5,25,100,92.6,0.0,0.0,4.951680672268907,15.8,0.0,0,77.22222222222223
3006,0.6,5,25,100,138.8,0.0,0.0,7.695312499999989,20.4,0.0,0,184.375
3007,0.6,5,25,100,137.2,0.2,0.0,4.938686131386861,24.6,0.0,0,64.68749999999994
