i,traffic,retry_attempt,retry_interval,cb,pc_succ_req,pc_fail_req,pc_cb_req,pc_c_rt,f_succ_req,f_fail_req,f_cb_req,f_c_rt
968,1.4,1,1,100,71.4,8.6,0.0,24.231927710843365,6.4,38.199999999999996,0,177.49999999999994
969,1.4,1,1,100,81.8,8.6,0.0,31.388888888888815,9.8,39.2,0,99.45945945945945
970,1.4,1,1,100,81.4,6.8,0.0,33.29545454545455,4.4,35.6,0,201.24999999999986
971,1.4,1,1,100,54.8,4.800000000000001,0.0,30.144230769230788,6.8,35.2,0,199.00000000000003
972,1.4,1,1,100,79.0,8.2,0.0,27.36111111111113,6.2,41.2,0,141.24999999999983
973,1.4,1,1,100,62.4,7.3999999999999995,0.0,27.187499999999936,8.4,32.0,0,212.49999999999994
974,1.4,1,1,100,86.4,5.4,0.0,26.513157894736775,5.2,42.4,0,188.12499999999997
975,1.4,10,1,100,51.2,17.2,0.0,2057.1428571428573,4.8,18.0,0,4607.142857142856
976,1.4,10,1,100,51.4,21.2,0.0,1819.0789473684208,3.6,22.8,0,4703.125
977,1.4,10,1,100,47.6,20.799999999999997,0.0,2009.615384615384,2.4,20.799999999999997,0,4062.4999999999973
978,1.4,10,1,100,60.4,15.600000000000001,0.0,2028.1818181818169,5.0,18.0,0,4187.499999999998
979,1.4,10,1,100,48.2,18.4,0.0,1990.2777777777778,3.6,20.4,0,4541.666666666666
980,1.4,10,1,100,58.2,17.6,0.0,1946.8749999999975,4.6,19.400000000000002,0,4343.749999999999
981,1.4,10,1,100,53.0,20.0,0.0,2013.7931034482745,4.6,18.200000000000003,0,4541.666666666666
982,1.4,10,1,100,53.8,19.0,0.0,1938.2978723404258,4.2,20.2,0,2624.9999999999977
983,1.4,10,1,100,44.4,21.6,0.0,1938.2653061224496,1.4,22.2,0,4541.666666666666
984,1.4,10,1,100,58.4,17.8,0.0,2051.3157894736846,4.2,24.2,0,4500.0
985,1.4,10,1,100,43.6,16.6,0.0,1913.0434782608681,3.2,18.4,0,4500.0
986,1.4,10,1,100,50.4,22.8,0.0,1965.217391304347,2.0,23.2,0,6749.9999999999945
987,1.4,10,1,100,49.2,20.6,0.0,2073.8095238095248,3.4,20.2,0,4645.833333333334
988,1.4,10,1,100,39.8,23.0,0.0,2041.818181818181,1.2,28.0,0,4541.666666666666
989,1.4,10,1,100,45.0,19.4,0.0,2099.9999999999995,2.8,18.0,0,3874.9999999999986
990,1.4,10,1,100,62.4,16.4,0.0,1978.1914893617018,5.0,20.599999999999998,0,4700.0
991,1.4,10,1,100,47.6,18.0,0.0,1920.9999999999993,3.8,19.0,0,4031.249999999998
992,1.4,10,1,100,47.0,22.2,0.0,1984.1836734693873,3.8,20.400000000000002,0,4406.25
993,1.4,10,1,100,45.2,16.8,0.0,2132.608695652173,2.6,21.2,0,4458.333333333332
994,1.4,10,1,100,57.0,17.6,0.0,1853.3783783783779,5.0,17.6,0,4541.666666666666
995,1.4,10,1,100,45.8,18.0,0.0,1956.9999999999989,3.2,19.799999999999997,0,4625.0
996,1.4,10,1,100,53.6,18.0,0.0,2000.471698113207,3.8,19.2,0,4312.499999999998
997,1.4,10,1,100,42.6,20.2,0.0,2048.6111111111113,2.4,21.4,0,4645.833333333334
998,1.4,10,1,100,58.8,14.8,0.0,2047.0588235294113,4.4,20.0,0,4625.0
999,1.4,10,1,100,45.0,17.4,0.0,1808.536585365855,4.4,17.6,0,4224.999999999999
1000,1.4,5,1,100,103.4,14.2,0.0,443.5126582278482,11.6,30.4,0,1112.500000000001
1001,1.4,5,1,100,76.2,23.0,0.0,456.41891891891885,11.0,30.599999999999998,0,921.590909090909
1002,1.4,5,1,100,110.6,15.8,0.0,456.09756097560967,5.6,45.400000000000006,0,979.6874999999999
1003,1.4,5,1,100,92.0,18.6,0.0,433.48214285714295,13.4,33.0,0,965.8333333333331
1004,1.4,5,1,100,90.8,21.6,0.0,451.3513513513511,9.8,38.2,0,940.9090909090908
1005,1.4,5,1,100,86.0,22.8,0.0,461.1313868613137,9.2,34.4,0,993.181818181818
1006,1.4,5,1,100,103.4,18.8,0.0,447.8535353535354,10.8,36.4,0,1449.9999999999989
1007,1.4,5,1,100,88.8,17.8,0.0,450.2252252252252,9.6,36.4,0,1049.9999999999989
1008,1.4,5,1,100,109.4,10.2,0.0,421.0616438356162,11.8,32.8,0,960.2941176470588
1009,1.4,5,1,100,88.6,16.4,0.0,432.7586206896553,12.0,32.8,0,958.3333333333334
1010,1.4,5,1,100,94.4,17.8,0.0,445.6168831168832,10.6,32.6,0,1275.0000000000023
1011,1.4,5,1,100,99.8,13.6,0.0,443.8202247191008,12.2,31.6,0,957.5
1012,1.4,5,1,100,111.4,10.2,0.0,402.23880597014914,12.2,31.799999999999997,0,968.421052631579
1013,1.4,5,1,100,105.6,6.6,0.0,409.1071428571428,15.6,27.2,0,981.9444444444443
1014,1.4,5,1,100,94.4,21.400000000000002,0.0,413.8059701492536,14.0,29.4,0,954.9999999999998
1015,1.4,5,1,100,87.2,17.8,0.0,444.66145833333314,10.4,37.0,0,958.3333333333333
1016,1.4,5,1,100,104.4,15.600000000000001,0.0,449.43181818181847,10.0,43.0,0,988.75
1017,1.4,5,1,100,77.8,19.4,0.0,444.6078431372549,11.6,31.0,0,976.9230769230769
1018,1.4,5,1,100,85.4,19.0,0.0,432.26351351351343,9.0,39.0,0,973.8636363636363
1019,1.4,5,1,100,77.8,25.6,0.0,466.4473684210527,8.8,38.6,0,963.7500000000001
1020,1.4,5,1,100,107.8,16.6,0.0,462.5000000000001,9.8,37.400000000000006,0,1374.9999999999984
1021,1.4,5,1,100,89.6,13.8,0.0,448.56770833333337,8.6,34.8,0,954.3478260869565
1022,1.4,5,1,100,122.2,4.0,0.0,386.1979166666665,15.0,30.2,0,999.9999999999998
1023,1.4,5,1,100,95.2,8.600000000000001,0.0,338.95348837209275,15.6,27.599999999999998,0,846.4285714285716
1024,1.4,5,1,100,113.2,12.2,0.0,335.31249999999966,15.6,34.4,0,897.0588235294117
1025,1.4,none,1,1,188.8,0.4,8.4,9.520833333333297,23.8,21.6,0,88.05555555555557
1026,1.4,none,1,1,173.2,1.6,11.4,7.845238095238015,27.2,18.0,0,85.71428571428568
1027,1.4,none,1,1,183.2,0.4,7.6,9.701612903225802,23.4,20.4,0,121.42857142857099
1028,1.4,none,1,1,167.4,2.2,10.6,9.500000000000032,26.4,22.2,0,88.55263157894736
1029,1.4,none,1,1,189.0,0.8,10.8,15.343749999999865,22.0,25.6,0,96.0
1030,1.4,none,1,1,170.0,2.2,13.4,15.381249999999955,28.2,20.200000000000003,0,84.77272727272728
1031,1.4,none,1,1,195.6,0.4,8.6,12.276785714285841,23.2,25.0,0,97.76315789473682
1032,1.4,none,1,1,160.6,3.4,11.4,19.428571428571438,27.0,19.6,0,77.1875
1033,1.4,none,1,1,182.6,0.8,11.0,14.499999999999918,22.6,23.400000000000002,0,91.91176470588233
1034,1.4,none,1,1,166.0,1.6,8.0,8.66666666666664,24.6,15.6,0,49.97093023255813
1035,1.4,none,1,1,162.4,0.6,8.2,5.922413793103465,22.8,20.4,0,91.49999999999997
1036,1.4,none,1,1,167.4,1.0,9.4,9.659090909090896,28.8,20.799999999999997,0,92.27272727272728
1037,1.4,none,1,1,194.4,0.8,7.8,14.232142857142874,25.6,26.0,0,93.94736842105262
1038,1.4,none,1,1,176.8,1.8,12.4,16.857142857142776,27.0,18.2,0,82.20588235294116
1039,1.4,none,1,1,190.0,0.8,8.8,14.636363636363622,24.2,26.6,0,110.50000000000004
1040,1.4,none,1,1,170.2,2.4,11.2,16.89583333333332,26.8,21.599999999999998,0,86.99999999999999
1041,1.4,none,1,1,188.2,0.4,8.2,11.194444444444455,23.2,22.0,0,95.68181818181816
1042,1.4,none,1,1,164.4,2.4,10.0,14.149999999999991,28.4,16.0,0,72.49999999999997
1043,1.4,none,1,1,189.0,0.0,8.4,8.49242424242424,25.2,16.6,0,84.21874999999997
1044,1.4,none,1,1,163.4,1.2,5.8,8.25625000000001,28.8,15.6,0,75.99999999999997
1045,1.4,none,1,1,203.0,0.6,8.2,8.768518518518482,26.0,23.0,0,82.29166666666666
1046,1.4,none,1,1,174.0,2.2,9.4,12.837837837837789,26.4,21.0,0,66.6666666666666
1047,1.4,none,1,1,183.4,1.0,8.6,8.942307692307647,22.2,20.6,0,86.6666666666666
1048,1.4,none,1,1,159.6,1.6,8.6,8.461538461538472,26.4,15.6,0,49.93055555555556
1049,1.4,none,1,1,189.6,0.6,9.0,7.105769230769206,23.8,26.8,0,121.42857142857099
1050,1.4,none,1,50,265.8,0.0,0.0,77.20125786163523,47.4,0.0,0,267.8571428571425
1051,1.4,none,1,50,290.4,0.0,0.0,86.05654761904758,46.6,0.0,0,487.5000000000001
1052,1.4,none,1,50,266.4,0.0,0.0,76.05902777777786,44.6,0.0,0,236.875
1053,1.4,none,1,50,295.8,0.0,0.0,77.82312925170065,49.0,0.0,0,399.55357142857144
1054,1.4,none,1,50,279.4,0.0,0.0,77.24025974025969,45.8,0.0,0,233.95
1055,1.4,none,1,50,278.4,0.0,0.0,79.66911764705881,48.2,0.0,0,288.5416666666664
1056,1.4,none,1,50,268.4,0.0,0.0,71.77184466019422,43.2,0.0,0,228.83064516129033
1057,1.4,none,1,50,258.4,0.0,0.0,82.95714285714277,43.8,0.0,0,457.23684210526324
1058,1.4,none,1,50,273.0,0.0,0.0,59.14556962025304,46.8,0.0,0,221.47321428571425
1059,1.4,none,1,50,287.8,0.0,0.0,78.91566265060243,48.8,0.0,0,362.49999999999994
1060,1.4,none,1,50,292.2,0.0,0.0,77.95302013422815,45.0,0.0,0,225.31249999999994
1061,1.4,none,1,50,303.8,0.0,0.0,90.30805687203792,53.0,0.0,0,434.75609756097555
1062,1.4,none,1,50,296.0,0.0,0.0,84.36666666666669,48.6,0.0,0,230.4347826086956
1063,1.4,none,1,50,285.2,0.0,0.0,87.69999999999995,48.4,0.0,0,443.9516129032255
1064,1.4,none,1,50,258.8,0.0,0.0,62.47159090909086,42.0,0.0,0,219.8684210526316
1065,1.4,none,1,50,241.6,0.0,0.0,82.0472440944882,44.0,0.0,0,398.07692307692275
1066,1.4,none,1,50,302.4,0.0,0.0,69.89473684210526,46.2,0.0,0,208.87096774193543
1067,1.4,none,1,50,268.4,0.0,0.0,90.64444444444436,46.0,0.0,0,448.6111111111111
1068,1.4,none,1,50,267.8,0.0,0.0,70.00000000000004,42.0,0.0,0,241.14999999999984
1069,1.4,none,1,50,246.6,0.0,0.0,76.6791044776119,40.6,0.0,0,380.9782608695648
1070,1.4,none,1,50,272.2,0.0,0.0,70.29411764705881,48.0,0.0,0,209.99999999999994
1071,1.4,none,1,50,294.2,0.0,0.0,84.39890710382512,49.0,0.0,0,415.0862068965514
1072,1.4,none,1,50,257.4,0.0,0.0,73.84615384615381,41.8,0.0,0,238.89240506329105
1073,1.4,none,1,50,282.6,0.0,0.0,78.45999999999992,49.4,0.0,0,349.3055555555555
1074,1.4,none,1,50,275.8,0.0,0.0,72.10416666666669,44.6,0.0,0,220.635593220339
1075,1.4,none,1,100,308.8,0.0,0.0,74.93478260869558,51.8,0.0,0,221.3461538461538
1076,1.4,none,1,100,284.2,0.0,0.0,88.90350877192981,48.4,0.0,0,608.8235294117649
1077,1.4,none,1,100,291.6,0.0,0.0,80.25462962962958,48.0,0.0,0,203.33333333333326
1078,1.4,none,1,100,268.6,0.0,0.0,99.60937499999999,44.2,0.0,0,769.6428571428567
1079,1.4,none,1,100,275.8,0.0,0.0,62.21875000000006,45.8,0.0,0,217.6470588235294
1080,1.4,none,1,100,291.2,0.0,0.0,78.70967741935486,49.0,0.0,0,393.05555555555554
1081,1.4,none,1,100,266.6,0.0,0.0,66.11111111111104,45.8,0.0,0,223.80136986301366
1082,1.4,none,1,100,251.6,0.0,0.0,67.17171717171719,40.6,0.0,0,360.5263157894733
1083,1.4,none,1,100,287.4,0.0,0.0,62.17647058823519,46.8,0.0,0,132.49999999999977
1084,1.4,none,1,100,277.8,0.0,0.0,83.88392857142858,47.6,0.0,0,399.1935483870968
1085,1.4,none,1,100,304.0,0.0,0.0,71.46396396396392,50.2,0.0,0,221.8367346938775
1086,1.4,none,1,100,267.2,0.0,0.0,85.42746113989637,45.2,0.0,0,727.1739130434778
1087,1.4,none,1,100,287.0,0.0,0.0,58.66197183098585,48.2,0.0,0,202.2142857142856
1088,1.4,none,1,100,278.2,0.0,0.0,73.09917355371888,44.8,0.0,0,400.83333333333326
1089,1.4,none,1,100,258.8,0.0,0.0,41.130952380952195,44.0,0.0,0,183.86363636363618
1090,1.4,none,1,100,234.2,0.0,0.0,73.9316239316239,39.8,0.0,0,414.1666666666666
1091,1.4,none,1,100,283.6,0.0,0.0,63.10897435897425,45.0,0.0,0,208.87096774193543
1092,1.4,none,1,100,298.6,0.0,0.0,81.1833333333334,51.2,0.0,0,461.1842105263155
1093,1.4,none,1,100,276.8,0.0,0.0,73.21153846153834,44.8,0.0,0,234.61206896551718
1094,1.4,none,1,100,259.6,0.0,0.0,84.97222222222223,46.2,0.0,0,799.1379310344824
1095,1.4,none,1,100,296.6,0.0,0.0,54.39516129032249,45.8,0.0,0,208.15789473684202
1096,1.4,none,1,100,257.6,0.0,0.0,78.22183098591547,46.6,0.0,0,507.69230769230757
1097,1.4,none,1,100,271.6,0.0,0.0,55.688405797101524,44.4,0.0,0,181.52173913043475
1098,1.4,none,1,100,319.4,0.0,0.0,79.64506172839506,49.8,0.0,0,377.205882352941
1099,1.4,none,1,100,307.8,0.0,0.0,83.36956521739131,54.0,0.0,0,242.3790322580645
1100,1.4,1,1,1024,37.0,5.2,0.0,25.416666666666643,4.0,44.6,0,178.75
1101,1.4,1,1,1024,45.4,3.2,0.0,25.49999999999999,3.6,45.8,0,156.25000000000009
1102,1.4,1,1,1024,28.4,3.4,0.0,30.916666666666718,3.2,41.8,0,152.49999999999983
1103,1.4,1,1,1024,52.6,4.0,0.0,27.954545454545357,6.2,41.4,0,225.35714285714278
1104,1.4,1,1,1024,42.4,2.6,0.0,24.820000000000004,5.6,40.8,0,167.49999999999994
1105,1.4,1,1,1024,36.2,4.4,0.0,24.32142857142857,3.4,43.0,0,189.99999999999991
1106,1.4,1,1,1024,49.2,3.8,0.0,26.136363636363573,5.6,39.8,0,174.99999999999991
1107,1.4,1,1,1024,62.6,6.800000000000001,0.0,26.33333333333336,5.6,45.6,0,96.70454545454544
1108,1.4,1,1,1024,36.6,4.6,0.0,24.526923076923083,3.6,44.6,0,178.75
1109,1.4,1,1,1024,43.2,2.0,0.0,32.85714285714287,4.4,36.800000000000004,0,203.125
1110,1.4,1,1,1024,34.4,4.2,0.0,25.520833333333304,4.2,40.4,0,193.74999999999983
1111,1.4,1,1,1024,49.6,4.8,0.0,28.54166666666663,4.8,38.2,0,179.9999999999999
1112,1.4,1,1,1024,51.4,7.4,0.0,24.806034482758633,6.2,36.4,0,99.4230769230769
1113,1.4,1,1,1024,45.8,2.6,0.0,25.0,4.2,43.4,0,204.9999999999999
1114,1.4,1,1,1024,46.8,3.4,0.0,24.933823529411747,4.0,42.2,0,212.49999999999994
1115,1.4,1,1,1024,39.8,3.4000000000000004,0.0,23.535714285714285,4.8,39.6,0,159.9999999999998
1116,1.4,1,1,1024,59.2,6.0,0.0,24.173469387755112,7.2,34.800000000000004,0,206.8749999999999
1117,1.4,1,1,1024,65.8,4.8,0.0,30.000000000000007,5.4,43.199999999999996,0,194.5
1118,1.4,1,1,1024,31.2,2.2,0.0,31.42857142857132,5.2,36.2,0,163.74999999999972
1119,1.4,1,1,1024,44.2,3.0,0.0,23.272727272727277,4.0,42.4,0,201.24999999999986
1120,1.4,1,1,1024,35.6,2.8,0.0,23.999999999999993,4.2,40.0,0,210.62499999999994
1121,1.4,1,1,1024,71.6,6.800000000000001,0.0,37.88043478260866,7.4,37.599999999999994,0,210.9999999999999
1122,1.4,1,1,1024,39.2,4.0,0.0,29.565217391304294,3.8,40.2,0,177.49999999999994
1123,1.4,1,1,1024,44.8,3.2,0.0,29.3269230769231,4.8,42.0,0,215.49999999999991
1124,1.4,1,1,1024,40.2,4.2,0.0,25.31249999999979,3.8,36.0,0,167.49999999999983
1125,1.4,10,1,1024,58.2,16.2,0.0,1938.2978723404242,4.8,23.0,0,4625.0
1126,1.4,10,1,1024,55.2,14.8,0.0,1817.5,5.4,26.0,0,4458.333333333332
1127,1.4,10,1,1024,65.2,14.4,0.0,1825.0,7.4,23.200000000000003,0,4406.25
1128,1.4,10,1,1024,59.4,15.0,0.0,1720.7317073170725,3.8,20.6,0,4525.0
1129,1.4,10,1,1024,53.6,17.8,0.0,1946.874999999999,4.8,23.4,0,4520.833333333332
1130,1.4,10,1,1024,57.4,16.0,0.0,1722.9166666666677,5.2,24.599999999999998,0,4517.857142857142
1131,1.4,10,1,1024,68.4,13.0,0.0,1730.147058823527,6.4,22.8,0,3000.0
1132,1.4,10,1,1024,45.6,16.8,0.0,1716.4473684210539,3.4,20.0,0,4468.75
1133,1.4,10,1,1024,56.2,15.4,0.0,1990.9574468085102,4.6,18.8,0,4520.833333333332
1134,1.4,10,1,1024,48.4,16.0,0.0,1986.538461538462,4.8,21.0,0,3999.9999999999986
1135,1.4,10,1,1024,59.6,16.0,0.0,1930.6818181818173,6.4,23.2,0,4428.571428571428
1136,1.4,10,1,1024,54.4,16.2,0.0,1751.9230769230753,3.8,25.2,0,4208.333333333333
1137,1.4,10,1,1024,69.8,14.399999999999999,0.0,1741.4285714285693,6.8,22.2,0,4150.0
1138,1.4,10,1,1024,59.6,16.0,0.0,1786.627906976742,4.2,22.0,0,4474.999999999999
1139,1.4,10,1,1024,66.0,14.6,0.0,1775.6578947368425,9.2,20.599999999999998,0,4178.571428571427
1140,1.4,10,1,1024,63.0,13.8,0.0,1781.6666666666674,5.2,27.0,0,3374.9999999999973
1141,1.4,10,1,1024,66.6,13.600000000000001,0.0,1877.3255813953472,6.6,21.599999999999998,0,3968.7499999999995
1142,1.4,10,1,1024,58.2,13.600000000000001,0.0,1863.2978723404244,4.2,21.8,0,4124.999999999998
1143,1.4,10,1,1024,65.6,17.0,0.0,1939.7959183673472,6.2,17.599999999999998,0,4354.166666666666
1144,1.4,10,1,1024,56.6,18.4,0.0,1707.6923076923065,5.6,24.8,0,4349.999999999998
1145,1.4,10,1,1024,55.4,14.2,0.0,1663.9705882352941,3.8,24.8,0,3749.9999999999986
1146,1.4,10,1,1024,20.4,15.600000000000001,0.0,1992.5531914893618,1.6,27.4,0,4718.75
1147,1.4,10,1,1024,52.8,14.600000000000001,0.0,2129.054054054054,5.0,17.2,0,4609.375
1148,1.4,10,1,1024,59.8,9.0,0.0,1654.3103448275851,11.0,36.6,0,2708.333333333329
1149,1.4,10,1,1024,73.0,7.6,0.0,952.5510204081622,6.4,28.8,0,2430.7692307692305
1150,1.4,5,1,1024,95.6,22.2,0.0,427.0061728395059,11.4,33.8,0,932.4999999999999
1151,1.4,5,1,1024,99.0,9.399999999999999,0.0,441.33663366336623,14.4,37.4,0,984.782608695652
1152,1.4,5,1,1024,117.0,3.2,0.0,309.9137931034476,17.8,24.799999999999997,0,908.3333333333333
1153,1.4,5,1,1024,99.6,8.2,0.0,347.6744186046508,14.0,32.2,0,986.5384615384614
1154,1.4,5,1,1024,106.2,7.8,0.0,404.65686274509864,14.8,27.6,0,921.4285714285716
1155,1.4,5,1,1024,82.4,19.0,0.0,426.29870129870096,8.8,37.8,0,948.9583333333333
1156,1.4,5,1,1024,92.8,14.8,0.0,448.78472222222194,12.2,38.2,0,1869.9999999999986
1157,1.4,5,1,1024,88.0,14.0,0.0,435.2272727272727,11.4,33.199999999999996,0,969.0476190476188
1158,1.4,5,1,1024,107.8,5.0,0.0,400.980392156863,16.0,30.6,0,1099.999999999998
1159,1.4,5,1,1024,92.2,6.6,0.0,311.5131578947373,13.8,30.6,0,899.9999999999998
1160,1.4,5,1,1024,89.8,21.799999999999997,0.0,423.0902777777777,8.6,38.8,0,948.8095238095236
1161,1.4,5,1,1024,89.6,14.6,0.0,452.92553191489355,11.0,39.8,0,1449.9999999999989
1162,1.4,5,1,1024,106.6,9.2,0.0,427.1153846153845,14.2,28.2,0,934.3749999999999
1163,1.4,5,1,1024,94.4,3.0,0.0,346.6463414634147,16.6,29.400000000000002,0,944.0
1164,1.4,5,1,1024,98.8,6.6,0.0,283.928571428571,12.8,26.599999999999998,0,866.0714285714287
1165,1.4,5,1,1024,70.6,17.6,0.0,421.42857142857144,6.6,40.4,0,961.3636363636364
1166,1.4,5,1,1024,110.0,3.2,0.0,427.45098039215634,16.6,32.6,0,1749.999999999999
1167,1.4,5,1,1024,86.4,8.2,0.0,368.18181818181773,14.2,35.800000000000004,0,942.0454545454543
1168,1.4,5,1,1024,114.8,2.8,0.0,315.1515151515146,17.0,25.4,0,969.5652173913045
1169,1.4,5,1,1024,92.4,8.8,0.0,357.49999999999994,13.8,30.400000000000002,0,935.2272727272727
1170,1.4,5,1,1024,98.0,13.6,0.0,391.0087719298242,11.2,30.0,0,966.0
1171,1.4,5,1,1024,81.4,12.0,0.0,432.1022727272724,11.8,35.2,0,985.8695652173913
1172,1.4,5,1,1024,126.2,1.0,0.0,290.6250000000001,19.4,34.0,0,917.3076923076919
1173,1.4,5,1,1024,83.4,4.2,0.0,211.97674418604652,11.8,31.400000000000002,0,877.9411764705885
1174,1.4,5,1,1024,94.4,17.8,0.0,423.99193548387086,10.6,35.2,0,904.5454545454544
1175,1.4,none,1,1024,290.4,0.0,0.0,81.88679245283015,48.6,0.0,0,624.9999999999994
1176,1.4,none,1,1024,298.0,0.0,0.0,78.90070921985819,48.0,0.0,0,231.63461538461536
1177,1.4,none,1,1024,282.2,0.0,0.0,92.03373015873012,44.8,0.0,0,418.9516129032259
1178,1.4,none,1,1024,288.6,0.0,0.0,75.03968253968245,47.0,0.0,0,249.70588235294113
1179,1.4,none,1,1024,281.0,0.0,0.0,85.60483870967744,49.8,0.0,0,488.6363636363635
1180,1.4,none,1,1024,274.2,0.0,0.0,77.76315789473685,42.2,0.0,0,162.36842105263156
1181,1.4,none,1,1024,263.8,0.0,0.0,81.47388059701493,46.4,0.0,0,667.6470588235292
1182,1.4,none,1,1024,289.8,0.0,0.0,75.95794392523364,45.4,0.0,0,243.12499999999991
1183,1.4,none,1,1024,273.2,0.0,0.0,88.85802469135803,48.8,0.0,0,422.3484848484847
1184,1.4,none,1,1024,261.8,0.0,0.0,68.76262626262627,51.0,0.0,0,592.1875000000005
1185,1.4,none,1,1024,333.4,0.0,0.0,90.0267857142857,46.8,0.0,0,440.47619047619014
1186,1.4,none,1,1024,279.8,0.0,0.0,82.5664893617021,43.6,0.0,0,219.20212765957447
1187,1.4,none,1,1024,245.4,0.0,0.0,80.04237288135586,44.6,0.0,0,698.611111111111
1188,1.4,none,1,1024,282.4,0.0,0.0,62.75974025974036,46.0,0.0,0,232.5999999999999
1189,1.4,none,1,1024,272.6,0.0,0.0,85.70121951219514,41.4,0.0,0,719.7368421052631
1190,1.4,none,1,1024,229.0,0.0,0.0,73.52272727272725,42.2,0.0,0,201.71875
1191,1.4,none,1,1024,274.2,0.0,0.0,93.8440860215054,44.6,0.0,0,348.5294117647056
1192,1.4,none,1,1024,259.8,0.0,0.0,57.46951219512193,48.0,0.0,0,229.4148936170213
1193,1.4,none,1,1024,281.4,0.0,0.0,78.0985915492958,46.2,0.0,0,719.9999999999998
1194,1.4,none,1,1024,285.0,0.0,0.0,71.66666666666667,42.6,0.0,0,209.360465116279
1195,1.4,none,1,1024,258.8,0.0,0.0,88.96892655367232,44.4,0.0,0,520.4545454545462
1196,1.4,none,1,1024,269.4,0.0,0.0,48.62244897959179,45.4,0.0,0,210.9659090909091
1197,1.4,none,1,1024,263.4,0.0,0.0,75.44943820224726,45.8,0.0,0,454.80769230769175
1198,1.4,none,1,1024,296.8,0.0,0.0,71.2121212121212,49.4,0.0,0,317.64705882352905
1199,1.4,none,1,1024,280.4,0.0,0.0,83.51694915254228,45.0,0.0,0,625.0
1200,0.6,1,1,1,35.0,4.6,0.8,27.08333333333328,3.6,16.8,0,223.74999999999994
1201,0.6,1,1,1,56.0,2.8,1.8,29.062499999999936,6.0,16.8,0,207.5
1202,0.6,1,1,1,37.0,3.0,1.8,32.78409090909095,3.8,15.0,0,218.9285714285714
1203,0.6,1,1,1,42.0,2.6,3.0,30.000000000000014,3.2,14.200000000000001,0,130.0
1204,0.6,1,1,1,46.0,4.0,1.6,33.19444444444441,5.0,14.2,0,194.9999999999999
1205,0.6,1,1,1,41.8,2.5999999999999996,0.8,24.82589285714286,4.4,15.0,0,213.99999999999997
1206,0.6,1,1,1,51.4,3.8,1.4,29.553571428571363,4.6,16.0,0,159.9999999999998
1207,0.6,1,1,1,46.4,3.2,1.8,30.486111111111065,5.0,17.6,0,219.99999999999997
1208,0.6,1,1,1,55.4,2.5999999999999996,3.0,31.944444444444407,4.2,18.2,0,159.9999999999998
1209,0.6,1,1,1,55.0,4.0,1.0,24.784090909090896,6.2,15.6,0,217.49999999999991
1210,0.6,1,1,1,32.6,3.0,0.8,30.26315789473683,3.6,14.6,0,219.99999999999997
1211,0.6,1,1,1,60.4,3.8000000000000003,2.6,24.617924528301884,5.2,17.4,0,218.49999999999994
1212,0.6,1,1,1,49.2,3.6,3.0,34.038461538461526,4.2,17.8,0,184.9999999999999
1213,0.6,1,1,1,53.4,1.4,1.4,30.833333333333268,6.8,13.8,0,192.49999999999986
1214,0.6,1,1,1,43.6,4.0,2.0,23.77403846153846,3.4,15.2,0,216.24999999999994
1215,0.6,1,1,1,37.0,2.8,0.6,23.61637931034482,4.4,12.6,0,222.49999999999994
1216,0.6,1,1,1,47.8,2.5999999999999996,1.8,30.673076923076938,3.8,15.0,0,216.25
1217,0.6,1,1,1,47.4,3.2,2.4,24.986607142857146,4.8,13.600000000000001,0,178.75
1218,0.6,1,1,1,39.4,3.5999999999999996,0.2,32.56578947368416,4.6,11.4,0,197.49999999999994
1219,0.6,1,1,1,45.2,3.0,1.2,31.916666666666696,3.8,16.6,0,97.375
1220,0.6,1,1,1,45.8,4.0,1.6,33.81578947368419,3.8,16.2,0,178.75
1221,0.6,1,1,1,50.4,3.4000000000000004,1.0,33.02631578947367,5.2,15.799999999999999,0,192.49999999999986
1222,0.6,1,1,1,46.4,3.2,1.8,24.71022727272727,4.4,15.0,0,206.8749999999999
1223,0.6,1,1,1,58.2,3.0,1.4,22.989999999999984,4.8,15.8,0,97.0
1224,0.6,1,1,1,41.8,2.8,1.8,23.849999999999998,4.2,15.4,0,214.99999999999994
1225,0.6,10,1,1,75.2,0.0,5.6,77.50000000000003,9.0,10.4,0,512.4999999999986
1226,0.6,10,1,1,68.2,0.0,3.8,37.21590909090915,8.4,8.2,0,415.625
1227,0.6,10,1,1,67.8,0.0,5.4,64.09090909090885,8.2,13.6,0,524.9999999999995
1228,0.6,10,1,1,65.4,0.2,5.0,64.37499999999979,7.8,10.8,0,491.6666666666665
1229,0.6,10,1,1,64.2,0.0,4.2,48.01136363636359,8.8,8.0,0,683.3333333333333
1230,0.6,10,1,1,66.6,0.0,6.6,36.98529411764698,7.0,12.2,0,500.0
1231,0.6,10,1,1,78.2,0.0,4.0,76.9999999999998,10.2,11.0,0,816.6666666666667
1232,0.6,10,1,1,76.0,0.0,6.2,40.750000000000064,8.8,12.399999999999999,0,558.3333333333321
1233,0.6,10,1,1,79.6,0.0,7.8,49.144736842105196,9.6,16.2,0,820.8333333333334
1234,0.6,10,1,1,71.0,0.0,6.0,44.37499999999996,7.8,13.0,0,649.9999999999997
1235,0.6,10,1,1,66.2,0.0,5.4,62.954545454545276,9.4,10.0,0,449.9999999999999
