traffic,retry_attempt,retry_interval,cb,pc_succ_req,pc_fail_req,pc_cb_req,pc_c_rt,f_succ_req,f_fail_req,f_cb_req,f_c_rt
19,5,0.05,50,122.6,0.0,0.0,0.006774999999999984,20.4,0.0,0,0.17166666666666658
19,5,0.05,50,106.4,0.0,0.0,0.01524999999999984,18.8,0.0,0,0.08425000000000003
19,5,0.05,50,107.2,0.0,0.0,0.00791304347826085,18.2,0.0,0,0.23125000000000012
19,5,0.05,50,113.6,0.0,0.0,0.00939062499999998,18.2,0.0,0,0.06249999999999989
19,5,0.05,50,109.8,0.0,0.0,0.008703124999999964,18.6,0.0,0,0.3839285714285711
19,5,0.05,50,142.2,0.0,0.0,0.0137499999999998,19.4,0.0,0,0.05916666666666674
19,5,0.05,50,111.4,0.0,0.0,0.00681666666666668,22.4,0.0,0,0.3624999999999992
19,5,0.05,50,132.0,0.0,0.0,0.007460526315789463,17.8,0.0,0,0.06562499999999999
19,5,0.05,50,105.8,0.0,0.0,0.00811666666666666,22.0,0.0,0,0.16999999999999976
19,5,0.05,50,132.2,0.0,0.0,0.00999999999999999,18.8,0.0,0,0.09346153846153847
19,5,0.05,50,101.6,0.0,0.0,0.007821428571428557,20.8,0.0,0,0.40208333333333324
19,5,0.05,50,124.4,0.0,0.0,0.00492039603960396,19.6,0.0,0,0.048913043478260865
19,5,0.05,50,110.2,0.0,0.0,0.006968750000000002,19.4,0.0,0,0.13749999999999982
19,5,0.05,50,128.2,0.0,0.0,0.033749999999999614,19.2,0.0,0,0.0498046875
19,5,0.05,50,126.2,0.0,0.0,0.006556818181818169,22.2,0.0,0,0.31666666666666676
19,5,0.05,50,122.2,0.0,0.0,0.009112903225806445,18.2,0.0,0,0.061785714285714236
19,5,0.05,50,115.2,0.0,0.0,0.009212962962962956,21.4,0.0,0,0.18156250000000024
19,5,0.05,50,144.6,0.0,0.0,0.009695454545454545,21.6,0.0,0,0.07406250000000003
19,5,0.05,50,115.8,0.0,0.0,0.009620689655172392,21.8,0.0,0,0.24522727272727268
19,5,0.05,50,109.2,0.0,0.0,0.00611111111111109,18.8,0.0,0,0.08722222222222212
19,5,0.05,500,129.4,0.2,0.0,0.006630434782608692,24.6,0.2,0,0.19874999999999995
19,5,0.05,500,115.0,0.0,0.0,0.004983870967741936,17.4,0.0,0,0.06999999999999992
19,5,0.05,500,110.8,0.0,0.0,0.008362499999999997,21.4,0.0,0,0.1733333333333331
19,5,0.05,500,125.6,0.0,0.0,0.007394736842105256,18.8,0.0,0,0.04923507462686567
19,5,0.05,500,117.0,0.0,0.0,0.007489130434782611,22.2,0.0,0,0.7031250000000004
19,5,0.05,500,136.2,0.0,0.0,0.007861111111111119,18.0,0.0,0,0.1374999999999998
19,5,0.05,500,119.0,0.0,0.0,0.007987499999999993,22.6,0.0,0,0.0987499999999998
19,5,0.05,500,126.4,0.0,0.0,0.006730000000000004,21.0,0.0,0,0.06624999999999998
19,5,0.05,500,111.0,0.2,0.0,0.009182432432432426,19.4,0.0,0,0.3875000000000002
19,5,0.05,500,124.4,0.0,0.0,0.00834523809523808,18.4,0.2,0,0.06750000000000013
19,5,0.05,500,123.4,0.0,0.0,0.004983666666666667,21.4,0.0,0,0.2037499999999994
19,5,0.05,500,115.6,0.0,0.0,0.008178571428571414,18.4,0.0,0,0.07727272727272727
19,5,0.05,500,127.6,0.0,0.0,0.005921874999999987,22.8,0.0,0,0.19499999999999973
19,5,0.05,500,118.8,0.0,0.0,0.007859374999999995,19.0,0.0,0,0.04993421052631578
19,5,0.05,500,138.8,0.0,0.0,0.006783333333333333,22.2,0.0,0,0.19818181818181807
19,5,0.05,500,128.6,0.0,0.0,0.004974091627172195,20.6,0.0,0,0.04974315068493151
19,5,0.05,500,97.4,0.2,0.0,0.006351851851851844,21.4,0.0,0,0.16583333333333322
19,5,0.05,500,127.2,0.0,0.0,0.005484374999999981,17.8,0.2,0,0.0496875
19,5,0.05,500,110.8,0.0,0.0,0.007791666666666647,19.8,0.0,0,0.09763888888888883
19,5,0.05,500,114.6,0.0,0.0,0.008864583333333325,18.0,0.0,0,0.04966216216216216
19,5,0.05,500,117.0,0.0,0.0,0.00658333333333337,19.4,0.0,0,0.27499999999999947
19,5,0.05,500,105.2,0.0,0.0,0.008903846153846142,18.6,0.0,0,0.2071428571428572
19,5,0.05,500,111.0,0.0,0.0,0.0073666666666666455,17.6,0.0,0,0.3270833333333335
19,5,0.05,500,127.6,0.0,0.0,0.009039999999999992,20.0,0.0,0,0.06999999999999988
19,5,0.05,500,115.2,0.0,0.0,0.009010869565217381,19.6,0.0,0,0.28958333333333286
19,5,0.05,1000,126.6,0.0,0.0,0.00922368421052633,22.0,0.0,0,0.06124999999999997
19,5,0.05,1000,121.2,0.0,0.0,0.007142857142857137,19.4,0.0,0,0.23499999999999985
19,5,0.05,1000,110.6,0.0,0.0,0.007416666666666657,21.4,0.0,0,0.07638888888888885
19,5,0.05,1000,106.2,0.0,0.0,0.010749999999999855,15.6,0.0,0,0.46
19,5,0.05,1000,114.2,0.0,0.0,0.006431818181818146,18.6,0.0,0,0.04855769230769231
19,5,0.05,1000,122.4,0.0,0.0,0.007319444444444432,19.4,0.0,0,0.2574999999999994
19,5,0.05,1000,115.8,0.0,0.0,0.007605769230769244,20.6,0.0,0,0.04897887323943662
19,5,0.05,1000,108.8,0.0,0.0,0.006583333333333315,17.4,0.0,0,0.23050000000000015
19,5,0.05,1000,116.2,0.0,0.0,0.008362499999999997,21.0,0.0,0,0.06874999999999999
19,5,0.05,1000,129.4,0.0,0.0,0.006046874999999979,21.6,0.0,0,0.19937499999999983
19,5,0.05,1000,128.2,0.0,0.0,0.009281250000000001,18.0,0.0,0,0.04922752808988764
19,5,0.05,1000,118.4,0.0,0.0,0.006596153846153864,22.4,0.0,0,0.41527777777777736
19,5,0.05,1000,116.2,0.0,0.0,0.004956071428571429,18.6,0.0,0,0.048993506493506485
19,5,0.05,1000,103.4,0.0,0.0,0.007173076923076919,19.4,0.0,0,0.19166666666666646
19,5,0.05,1000,129.4,0.0,0.0,0.007117647058823522,19.8,0.0,0,0.06166666666666657
19,5,0.05,1000,88.4,0.0,0.0,0.008474999999999991,16.8,0.0,0,0.2812499999999997
19,5,0.05,1000,102.8,0.0,0.0,0.009695945945945944,14.6,0.0,0,0.04811320754716981
19,5,0.05,1000,111.8,0.0,0.0,0.004973412698412698,18.2,0.0,0,0.3791666666666664
19,5,0.05,1000,132.0,0.0,0.0,0.009162500000000002,22.6,0.0,0,0.07499999999999994
19,5,0.05,1000,124.6,0.0,0.0,0.004947811993517017,21.0,0.0,0,0.26666666666666633
19,5,0.05,1000,84.2,0.0,0.0,0.004996785714285714,17.4,0.0,0,0.06785714285714284
19,5,0.05,1000,101.8,0.0,0.0,0.009987499999999993,14.6,0.0,0,0.22249999999999998
19,5,0.05,1000,127.6,0.0,0.0,0.007583333333333346,18.8,0.0,0,0.048333333333333325
19,5,0.05,1000,118.0,0.0,0.0,0.004987808896210873,21.8,0.0,0,0.3874999999999995
19,5,0.05,1000,125.8,0.0,0.0,0.004969039145907473,22.2,0.0,0,0.048700657894736835
19,5,0.1,1,113.4,0.0,3.8,0.004891338582677165,18.2,2.6,0,0.07624999999999992
19,5,0.1,1,107.8,0.0,4.6,0.004964638783269961,18.2,4.2,0,0.04898214285714285
19,5,0.1,1,99.6,0.2,5.2,0.005374999999999976,17.2,4.4,0,0.06899999999999994
19,5,0.1,1,90.4,0.0,3.2,0.0049917012448132785,13.4,5.0,0,0.05562499999999999
19,5,0.1,1,96.6,0.4,4.0,0.005600000000000014,16.6,3.0,0,0.3156250000000002
19,5,0.1,1,117.6,0.0,3.0,0.0049713709677419345,15.8,4.4,0,0.05649999999999995
19,5,0.1,1,100.2,0.2,5.0,0.004963333333333333,19.2,4.0,0,0.09749999999999995
19,5,0.1,1,95.4,0.0,3.0,0.0049318275154004105,15.0,4.4,0,0.049384920634920636
19,5,0.1,1,104.8,0.0,6.2,0.0068249999999999925,15.8,4.2,0,0.11499999999999967
19,5,0.1,1,99.6,0.0,1.6,0.00492638036809816,16.2,4.2,0,0.06899999999999994
19,5,0.1,1,99.0,0.2,4.2,0.004993360995850622,17.2,2.4,0,0.08687499999999992
19,5,0.1,1,95.2,0.0,2.4,0.005535714285714284,14.2,3.8,0,0.0737500000000001
19,5,0.1,1,106.0,0.0,4.4,0.006199999999999983,18.2,3.0,0,0.07875000000000003
19,5,0.1,1,104.6,0.0,3.6,0.005583333333333338,15.8,5.8,0,0.05599999999999987
19,5,0.1,1,107.4,0.2,4.0,0.0049983903420523145,16.2,2.0,0,0.13562499999999988
19,5,0.1,1,83.4,0.0,1.4,0.004985483870967742,16.6,3.4,0,0.04984090909090908
19,5,0.1,1,92.2,0.0,2.0,0.005338235294117652,14.2,2.4,0,0.08250000000000002
19,5,0.1,1,104.2,0.0,3.0,0.004978508771929824,16.2,2.4,0,0.049110576923076917
19,5,0.1,1,105.6,0.0,2.8,0.0049496932515337416,18.4,2.4,0,0.09949999999999991
19,5,0.1,1,86.4,0.0,2.4,0.0070277777777777726,12.0,2.2,0,0.06291666666666662
19,5,0.1,1,101.4,0.0,3.2,0.004983412322274882,16.6,2.6,0,0.1049999999999999
19,5,0.1,1,86.8,0.0,1.6,0.005156249999999991,15.8,3.2,0,0.04940573770491804
19,5,0.1,1,110.8,0.0,6.0,0.007785714285714304,16.0,2.8000000000000003,0,0.09349999999999996
19,5,0.1,1,103.0,0.0,2.4,0.0069565217391304125,16.0,4.800000000000001,0,0.05649999999999995
19,5,0.1,1,108.8,0.2,4.4,0.00497684630738523,18.2,4.0,0,0.1632142857142856
19,5,0.1,5,126.6,0.0,0.0,0.006691176470588241,18.2,0.0,0,0.1014999999999997
19,5,0.1,5,114.8,0.0,0.0,0.005518518518518507,21.6,0.0,0,0.04857421875000001
19,5,0.1,5,132.2,0.0,0.0,0.004936445242369838,21.0,0.0,0,0.1099999999999998
19,5,0.1,5,115.0,0.0,0.0,0.006490384615384611,18.6,0.0,0,0.07899999999999992
19,5,0.1,5,118.0,0.0,0.0,0.004968439716312057,21.8,0.0,0,0.09272727272727263
19,5,0.1,5,126.8,0.0,0.2,0.004984864864864865,19.6,0.2,0,0.04951298701298701
19,5,0.1,5,122.2,0.0,0.0,0.006444444444444436,19.2,0.0,0,0.22750000000000012
19,5,0.1,5,123.2,0.0,0.0,0.00659722222222222,21.2,0.0,0,0.06999999999999995
19,5,0.1,5,117.0,0.0,0.0,0.009223684210526292,16.4,0.0,0,0.28541666666666693
19,5,0.1,5,91.6,0.0,0.0,0.004977238805970149,19.2,0.0,0,0.04991228070175438
19,5,0.1,5,128.0,0.0,0.0,0.006020833333333335,20.8,0.0,0,0.10374999999999993
19,5,0.1,5,119.4,0.0,0.0,0.0049767441860465115,19.8,0.0,0,0.058333333333333307
19,5,0.1,5,131.0,0.0,0.0,0.00832638888888889,21.0,0.0,0,0.21583333333333304
19,5,0.1,5,116.2,0.0,0.0,0.006760869565217368,21.4,0.0,0,0.08321428571428566
19,5,0.1,5,140.6,0.0,0.0,0.005296875000000017,22.8,0.0,0,0.16825
19,5,0.1,5,131.6,0.0,0.0,0.005380952380952372,22.0,0.0,0,0.04893518518518519
19,5,0.1,5,119.8,0.0,0.0,0.0049357142857142855,18.0,0.0,0,0.16562499999999988
19,5,0.1,5,114.4,0.0,0.2,0.007055555555555536,17.4,0.2,0,0.07649999999999989
19,5,0.1,5,106.6,0.0,0.0,0.00784999999999999,19.6,0.0,0,0.27249999999999996
19,5,0.1,5,114.6,0.0,0.0,0.004935205992509363,20.8,0.0,0,0.049604166666666664
19,5,0.1,5,139.0,0.0,0.0,0.00498029197080292,21.2,0.0,0,0.09216666666666663
19,5,0.1,5,119.2,0.0,0.2,0.005652777777777772,21.4,0.2,0,0.04804104477611941
19,5,0.1,5,130.0,0.0,0.0,0.004961639344262295,20.4,0.0,0,0.5
19,5,0.1,5,113.8,0.0,0.0,0.006180000000000007,20.0,0.0,0,0.04989583333333333
19,5,0.1,5,130.2,0.0,0.0,0.004958620689655172,21.4,0.0,0,0.24249999999999988
19,5,0.1,10,116.4,0.0,0.0,0.006047619047619054,19.8,0.0,0,0.04933441558441558
19,5,0.1,10,108.4,0.0,0.0,0.00686206896551724,19.2,0.0,0,0.10750000000000011
19,5,0.1,10,108.2,0.0,0.0,0.004905555555555555,16.6,0.0,0,0.051999999999999956
19,5,0.1,10,123.8,0.0,0.0,0.008942307692307696,20.0,0.0,0,0.2974999999999999
19,5,0.1,10,109.2,0.0,0.0,0.004966083916083916,17.8,0.0,0,0.07437499999999996
19,5,0.1,10,102.0,0.0,0.0,0.006531250000000012,18.4,0.0,0,0.21083333333333315
19,5,0.1,10,123.4,0.0,0.0,0.005444444444444396,22.2,0.0,0,0.049375
19,5,0.1,10,120.0,0.0,0.0,0.05166666666666655,17.0,0.0,0,0.3458333333333335
19,5,0.1,10,103.0,0.0,0.0,0.005076923076923061,17.8,0.0,0,0.048888888888888885
19,5,0.1,10,101.8,0.0,0.0,0.005999999999999961,16.4,0.0,0,0.23124999999999998
19,5,0.1,10,102.6,0.0,0.0,0.004972727272727273,20.0,0.0,0,0.04828947368421052
19,5,0.1,10,124.4,0.0,0.0,0.0048866920152091245,19.4,0.0,0,0.08735294117647054
19,5,0.1,10,117.0,0.0,0.0,0.008897058823529393,16.2,0.0,0,0.07093750000000003
19,5,0.1,10,91.6,0.0,0.0,0.008826086956521728,22.6,0.0,0,0.33124999999999977
19,5,0.1,10,137.6,0.0,0.0,0.00848333333333333,17.8,0.0,0,0.08468750000000004
19,5,0.1,10,104.6,0.0,0.0,0.007374999999999998,16.0,0.0,0,0.28249999999999975
19,5,0.1,10,103.4,0.0,0.0,0.006062500000000005,19.2,0.0,0,0.09166666666666663
19,5,0.1,10,115.6,0.0,0.0,0.006642857142857123,19.2,0.0,0,0.1492857142857143
19,5,0.1,10,108.4,0.0,0.0,0.006614583333333332,17.8,0.0,0,0.17350000000000002
19,5,0.1,10,130.0,0.0,0.0,0.006976190476190488,21.4,0.0,0,0.08999999999999997
19,5,0.1,10,108.4,0.0,0.0,0.004917017828200972,19.8,0.0,0,0.04965
19,5,0.1,10,114.2,0.0,0.0,0.007359374999999972,17.8,0.0,0,0.24249999999999972
19,5,0.1,10,118.8,0.0,0.0,0.0049594890510948906,20.4,0.0,0,0.05449999999999999
19,5,0.1,10,127.2,0.0,0.0,0.05857142857142849,20.0,0.0,0,0.4604166666666664
19,5,0.1,10,103.6,0.0,0.0,0.004931683168316832,18.6,0.0,0,0.05350000000000001
19,5,0.1,20,120.0,0.0,0.0,0.008528409090909099,19.6,0.0,0,0.2964285714285716
19,5,0.1,20,115.8,0.0,0.0,0.007673076923076915,21.0,0.0,0,0.0670833333333333
19,5,0.1,20,121.8,0.0,0.0,0.04645833333333331,19.6,0.0,0,0.3770833333333333
19,5,0.1,20,119.0,0.0,0.0,0.0049669595782073795,21.4,0.0,0,0.0865909090909091
19,5,0.1,20,121.0,0.0,0.0,0.004974867256637168,17.8,0.0,0,0.1591666666666667
19,5,0.1,20,106.2,0.0,0.0,0.004991023339317773,17.0,0.0,0,0.058999999999999914
19,5,0.1,20,121.6,0.0,0.0,0.008374999999999999,20.2,0.0,0,0.17285714285714252
19,5,0.1,20,111.4,0.0,0.0,0.005329545454545446,19.0,0.0,0,0.0987499999999998
19,5,0.1,20,109.2,0.0,0.0,0.004975722543352602,20.0,0.0,0,0.14349999999999988
19,5,0.1,20,137.4,0.0,0.0,0.007258333333333317,19.6,0.0,0,0.04881756756756756
19,5,0.1,20,115.8,0.0,0.0,0.006142857142857151,23.0,0.0,0,0.21785714285714278
19,5,0.1,20,124.8,0.0,0.0,0.005763888888888883,16.6,0.0,0,0.09785714285714278
19,5,0.1,20,103.2,0.0,0.0,0.005316666666666663,20.0,0.0,0,0.08583333333333333
19,5,0.1,20,112.2,0.0,0.0,0.0062763157894736785,18.6,0.0,0,0.049375
19,5,0.1,20,122.2,0.0,0.0,0.06736842105263156,21.8,0.0,0,0.39305555555555516
19,5,0.1,20,108.6,0.0,0.0,0.008049999999999996,19.6,0.0,0,0.04998333333333333
19,5,0.1,20,140.2,0.0,0.0,0.0205,20.8,0.0,0,0.3712499999999999
19,5,0.1,20,120.4,0.0,0.0,0.004934621578099838,16.8,0.0,0,0.04919117647058823
19,5,0.1,20,106.0,0.0,0.0,0.004996785714285714,19.2,0.0,0,0.22749999999999992
19,5,0.1,20,110.0,0.0,0.0,0.004917148362235066,18.8,0.0,0,0.04963333333333333
19,5,0.1,20,114.4,0.0,0.0,0.00498501872659176,17.2,0.0,0,0.09125000000000005
19,5,0.1,20,99.4,0.0,0.0,0.004980952380952381,18.6,0.0,0,0.12399999999999976
19,5,0.1,20,117.6,0.0,0.0,0.0061388888888888726,18.6,0.0,0,0.2112499999999998
19,5,0.1,20,112.0,0.0,0.0,0.004947635135135135,19.4,0.0,0,0.04891544117647059
19,5,0.1,20,107.8,0.0,0.0,0.004897821782178218,16.6,0.0,0,0.18749999999999994
19,5,0.1,50,104.0,0.0,0.0,0.004933567662565905,20.4,0.0,0,0.049375
19,5,0.1,50,125.8,0.0,0.0,0.006199999999999975,20.0,0.0,0,0.17916666666666659
19,5,0.1,50,119.6,0.0,0.0,0.00848529411764706,22.0,0.0,0,0.06791666666666651
19,5,0.1,50,114.6,0.0,0.0,0.013999999999999858,17.2,0.0,0,0.22750000000000004
19,5,0.1,50,111.2,0.0,0.0,0.004937262357414449,18.2,0.0,0,0.05687499999999996
19,5,0.1,50,129.2,0.0,0.0,0.005700000000000003,20.2,0.0,0,0.10749999999999983
19,5,0.1,50,107.2,0.2,0.0,0.007083333333333332,18.6,0.2,0,0.04873376623376623
19,5,0.1,50,116.8,0.0,0.0,0.06528846153846156,20.4,0.0,0,0.5916666666666675
19,5,0.1,50,112.6,0.0,0.0,0.004957142857142856,18.0,0.0,0,0.0484765625
19,5,0.1,50,102.2,0.0,0.0,0.006903846153846165,17.0,0.0,0,0.32499999999999984
19,5,0.1,50,106.6,0.0,0.0,0.007000000000000004,19.0,0.0,0,0.04948660714285715
19,5,0.1,50,122.0,0.0,0.0,0.004971709233791749,16.8,0.0,0,0.19500000000000003
19,5,0.1,50,107.6,0.0,0.0,0.005785714285714267,18.4,0.0,0,0.08166666666666667
19,5,0.1,50,118.0,0.0,0.0,0.0049630597014925365,22.0,0.0,0,0.11649999999999991
19,5,0.1,50,119.4,0.0,0.0,0.005022727272727252,19.8,0.0,0,0.05500000000000003
19,5,0.1,50,121.2,0.0,0.0,0.04324999999999975,20.4,0.0,0,0.4714285714285713
19,5,0.1,50,113.4,0.0,0.0,0.0049992766726943945,15.8,0.0,0,0.06214285714285703
19,5,0.1,50,106.2,0.0,0.0,0.004938686131386861,20.0,0.0,0,0.16642857142857134
19,5,0.1,50,102.6,0.0,0.0,0.0049079107505071,16.4,0.0,0,0.060416666666666674
19,5,0.1,50,100.0,0.0,0.0,0.005750000000000005,16.6,0.0,0,0.09961538461538458
19,5,0.1,50,120.6,0.0,0.0,0.005942307692307712,22.8,0.0,0,0.048511904761904756
19,5,0.1,50,122.2,0.0,0.0,0.00939583333333332,20.4,0.0,0,0.28000000000000025
19,5,0.1,50,120.8,0.2,0.0,0.007275000000000004,17.4,0.2,0,0.048964285714285724
19,5,0.1,50,116.6,0.0,0.0,0.004954054054054053,21.6,0.0,0,0.1687499999999998
19,5,0.1,50,132.6,0.0,0.0,0.004997916666666667,22.2,0.0,0,0.06437500000000002
19,5,0.1,500,106.2,0.0,0.0,0.007426470588235299,21.6,0.0,0,0.27187499999999953
19,5,0.1,500,126.0,0.0,0.0,0.004937262357414449,20.8,0.0,0,0.04918269230769231
19,5,0.1,500,133.2,0.0,0.0,0.00754999999999999,21.2,0.0,0,0.1674999999999999
19,5,0.1,500,122.6,0.0,0.0,0.004970061728395062,19.6,0.0,0,0.049638157894736835
19,5,0.1,500,89.8,0.0,0.0,0.013750000000000267,13.6,0.0,0,0.32083333333333336
19,5,0.1,500,100.8,0.0,0.0,0.005193181818181804,19.4,0.0,0,0.07937499999999997
19,5,0.1,500,116.6,0.0,0.0,0.004988768898488121,20.2,0.0,0,0.12849999999999967
19,5,0.1,500,131.6,0.0,0.0,0.004986666666666666,19.8,0.0,0,0.11624999999999988
19,5,0.1,500,101.8,0.0,0.0,0.0049993442622950825,18.8,0.0,0,0.06937499999999999
19,5,0.1,500,117.8,0.0,0.0,0.004900406504065041,19.4,0.0,0,0.04899193548387096
19,5,0.1,500,115.2,0.0,0.0,0.008152173913043473,18.0,0.0,0,0.19812500000000005
19,5,0.1,500,102.8,0.0,0.0,0.004946422018348624,18.4,0.0,0,0.048333333333333325
19,5,0.1,500,115.2,0.0,0.0,0.009842105263157869,19.4,0.0,0,0.31249999999999944
19,5,0.1,500,116.6,0.0,0.0,0.005769230769230754,19.8,0.0,0,0.04957089552238805
19,5,0.1,500,127.2,0.0,0.0,0.013857142857142873,21.6,0.0,0,0.3050000000000006
19,5,0.1,500,123.8,0.0,0.0,0.004903225806451612,17.0,0.0,0,0.04954113924050633
19,5,0.1,500,95.2,0.0,0.0,0.006537499999999993,16.2,0.0,0,0.18464285714285703
19,5,0.1,500,104.6,0.0,0.0,0.0049504166666666655,21.0,0.0,0,0.04943965517241379
19,5,0.1,500,131.0,0.0,0.0,0.06214285714285709,21.4,0.0,0,0.35833333333333317
19,5,0.1,500,115.4,0.0,0.0,0.004946644295302013,17.4,0.0,0,0.04908536585365854
19,5,0.1,500,115.2,0.0,0.0,0.00951136363636363,19.6,0.0,0,0.2167857142857141
19,5,0.1,500,128.0,0.0,0.0,0.004895855855855855,21.6,0.0,0,0.04990530303030303
19,5,0.1,500,116.2,0.0,0.0,0.05614864864864863,17.4,0.0,0,0.31249999999999967
19,5,0.1,500,105.6,0.0,0.0,0.004995057034220532,20.2,0.0,0,0.05649999999999995
19,5,0.1,500,115.6,0.0,0.0,0.012531249999999971,15.2,0.0,0,0.19545454545454538
19,5,0.1,1000,128.4,0.0,0.0,0.004948226950354609,20.0,0.0,0,0.04984756097560975
19,5,0.1,1000,133.0,0.0,0.0,0.009328124999999987,22.0,0.0,0,0.17499999999999954
19,5,0.1,1000,106.8,0.0,0.0,0.004994418604651162,19.0,0.0,0,0.049705882352941176
19,5,0.1,1000,116.6,0.0,0.0,0.03410714285714266,19.6,0.0,0,0.22115384615384595
19,5,0.1,1000,122.2,0.2,0.0,0.004997205588822356,18.8,0.2,0,0.0705555555555555
19,5,0.1,1000,121.0,0.0,0.0,0.03541666666666651,20.8,0.0,0,0.3062500000000005
19,5,0.1,1000,110.8,0.0,0.0,0.006788461538461537,17.2,0.0,0,0.09857142857142855
19,5,0.1,1000,108.6,0.0,0.0,0.03281250000000003,21.4,0.0,0,0.3124999999999997
19,5,0.1,1000,124.0,0.0,0.0,0.004975855130784709,18.2,0.0,0,0.0486875
19,5,0.1,1000,126.0,0.0,0.0,0.024324999999999975,22.6,0.0,0,0.2958333333333337
19,5,0.1,1000,124.2,0.0,0.0,0.004865630397236614,22.2,0.0,0,0.049755747126436774
19,5,0.1,1000,145.4,0.0,0.0,0.0064699999999999844,20.0,0.0,0,0.09843749999999997
19,5,0.1,1000,105.0,0.0,0.0,0.00506521739130435,17.8,0.0,0,0.05250000000000003
19,5,0.1,1000,105.4,0.0,0.0,0.007892857142857155,18.2,0.0,0,0.14124999999999982
19,5,0.1,1000,99.4,0.0,0.0,0.006034090909090904,19.0,0.0,0,0.07125000000000001
19,5,0.1,1000,123.4,0.0,0.0,0.004980578512396695,19.0,0.0,0,0.09303571428571428
19,5,0.1,1000,102.2,0.0,0.0,0.004999661016949153,17.4,0.0,0,0.08062499999999988
19,5,0.1,1000,134.8,0.0,0.0,0.009654761904761899,23.0,0.0,0,0.16900000000000012
19,5,0.1,1000,112.8,0.0,0.0,0.005375000000000014,15.8,0.0,0,0.08357142857142856
19,5,0.1,1000,97.2,0.0,0.0,0.007723214285714273,15.8,0.0,0,0.10249999999999994
19,5,0.1,1000,103.0,0.0,0.0,0.006798387096774189,19.8,0.0,0,0.04959016393442623
19,5,0.1,1000,116.4,0.0,0.0,0.008447368421052608,16.8,0.0,0,0.22599999999999998
19,5,0.1,1000,100.6,0.0,0.0,0.005062499999999987,19.2,0.0,0,0.07374999999999997
19,5,0.1,1000,126.0,0.0,0.0,0.0575806451612903,23.2,0.0,0,0.22513157894736846
19,5,0.1,1000,131.0,0.0,0.0,0.004954471544715447,20.2,0.0,0,0.07846153846153843
19,10,0.001,1,86.4,0.0,5.2,0.07499999999999978,13.4,6.0,0,0.5416666666666659
19,10,0.001,1,83.2,0.0,7.4,0.04144736842105274,12.8,6.4,0,0.20499999999999993
19,10,0.001,1,96.4,0.0,6.6,0.06653846153846138,14.6,8.6,0,0.48124999999999984
19,10,0.001,1,79.4,0.2,6.0,0.04809782608695647,10.8,6.2,0,0.22824999999999995
19,10,0.001,1,82.6,0.0,6.6,0.08055555555555569,12.6,8.2,0,0.5333333333333327
19,10,0.001,1,77.6,0.0,10.4,0.04335937500000008,11.0,7.0,0,0.19624999999999987
19,10,0.001,1,81.6,0.0,6.0,0.044226190476190384,12.4,7.6,0,0.23593749999999997
19,10,0.001,1,82.6,0.2,8.4,0.05192307692307709,12.4,8.8,0,0.2625000000000019
19,10,0.001,1,101.0,0.0,7.0,0.04786458333333321,14.4,5.4,0,0.46562499999999957
19,10,0.001,1,73.6,0.0,4.6,0.05593749999999995,10.6,5.8,0,0.24343749999999997
19,10,0.001,1,82.2,0.2,7.8,0.07416666666666655,12.4,7.4,0,0.7083333333333328
19,10,0.001,1,73.8,0.0,7.2,0.04101190476190468,10.6,6.8,0,0.26666666666666633
19,10,0.001,1,81.0,0.0,5.8,0.09599999999999972,12.8,6.8,0,0.493749999999999
19,10,0.001,1,70.0,0.0,5.0,0.04106249999999987,10.6,4.0,0,0.25833333333333314
19,10,0.001,1,85.8,0.0,6.2,0.08734374999999975,12.6,6.4,0,0.44687500000000013
19,10,0.001,1,83.0,0.0,6.0,0.043863636363636244,13.6,6.800000000000001,0,0.3625
19,10,0.001,1,89.2,0.0,6.6,0.08986111111111089,12.0,4.0,0,0.24522727272727268
19,10,0.001,1,66.0,0.0,3.4,0.04237499999999991,11.0,6.0,0,0.3599999999999999
19,10,0.001,1,80.6,0.0,6.8,0.04113095238095234,11.0,4.6,0,0.43124999999999963
19,10,0.001,1,66.8,0.0,5.6,0.04736842105263145,12.0,11.600000000000001,0,0.3999999999999994
19,10,0.001,1,96.6,0.0,9.6,0.08921875000000008,11.2,4.4,0,0.49687499999999957
19,10,0.001,1,72.6,0.0,5.8,0.07587499999999975,12.2,8.6,0,0.31874999999999976
19,10,0.001,1,89.0,0.0,7.4,0.046979166666666745,13.6,5.6,0,0.5249999999999995
19,10,0.001,1,80.8,0.0,5.0,0.05750000000000049,11.6,6.199999999999999,0,0.2833333333333334
19,10,0.001,1,82.0,0.2,6.4,0.062058823529411854,12.6,5.8,0,0.32812499999999994
19,10,0.001,5,93.4,4.4,0.2,0.9480263157894724,14.4,3.6,0,2.303125000000001
19,10,0.001,5,88.2,2.6,0.0,0.8941489361702136,15.2,2.8000000000000003,0,2.225
19,10,0.001,5,86.8,6.0,0.0,0.8464285714285709,11.4,6.0,0,2.2074999999999996
19,10,0.001,5,94.0,4.0,0.0,0.9425000000000004,15.6,3.6,0,2.1325
19,10,0.001,5,92.6,3.0,0.0,0.8581521739130428,13.6,3.8000000000000003,0,2.1802631578947365
19,10,0.001,5,91.8,2.0,0.0,0.8280487804878042,16.0,1.4,0,2.33125
19,10,0.001,5,104.4,1.4,0.0,0.8290000000000004,15.2,2.0,0,2.257
