traffic,retry_attempt,retry_interval,cb,pc_succ_req,pc_fail_req,pc_cb_req,pc_c_rt,f_succ_req,f_fail_req,f_cb_req,f_c_rt,pc_retried_req
19,1,0.001,5,83.6,9.8,0.0,0.030480769230769283,9.4,9.0,0,0.09701923076923077,31.8
19,1,0.001,5,68.8,9.2,0.0,0.029330357142857078,10.4,9.0,0,0.09565789473684208,26.6
19,1,0.001,5,72.0,7.2,0.0,0.027499999999999986,9.2,8.0,0,0.09955882352941177,25.6
19,1,0.001,5,80.0,9.0,0.0,0.0320833333333333,10.2,8.200000000000001,0,0.09717391304347825,34.2
19,1,0.001,5,70.4,7.4,0.0,0.024499999999999987,8.8,9.0,0,0.09916666666666665,26.0
19,1,0.001,5,63.8,8.6,0.0,0.03189814814814817,9.2,8.0,0,0.09670454545454547,25.0
19,1,0.001,5,99.2,9.2,0.0,0.02657608695652177,10.8,7.0,0,0.09924999999999998,39.2
19,1,0.001,5,60.2,10.4,0.0,0.027731481481481496,10.2,10.4,0,0.0963392857142857,27.8
19,1,0.001,5,77.6,8.0,0.0,0.03508064516129032,7.8,9.4,0,0.18249999999999994,27.0
19,1,0.001,5,77.0,11.2,0.0,0.03226562499999995,8.8,11.6,0,0.09647058823529411,32.6
19,1,0.001,5,80.8,8.6,0.0,0.024701612903225815,10.2,8.6,0,0.09741379310344828,29.2
19,1,0.001,5,83.4,11.6,0.0,0.02559999999999988,11.6,8.8,0,0.09645833333333334,30.4
19,1,0.001,5,72.4,8.4,0.0,0.03410156249999991,8.8,10.8,0,0.09467391304347825,27.0
19,1,0.001,5,61.0,7.2,0.0,0.02895833333333335,8.6,8.2,0,0.09374999999999999,24.6
19,1,0.001,5,72.6,8.0,0.0,0.030056818181818115,8.6,7.800000000000001,0,0.11125000000000008,24.0
19,1,0.001,5,62.8,12.2,0.0,0.02484999999999999,9.8,9.8,0,0.09355263157894737,28.8
19,1,0.001,5,67.2,9.8,0.0,0.03581896551724133,6.8,12.200000000000001,0,0.1474999999999999,27.6
19,1,0.001,5,60.2,9.4,0.0,0.027738095238095197,9.4,6.6,0,0.09725,26.2
19,1,0.001,5,78.2,9.0,0.0,0.034458333333333355,8.4,10.200000000000001,0,0.0971875,31.2
19,1,0.001,5,70.2,8.2,0.0,0.029583333333333305,10.6,8.6,0,0.09653846153846152,29.0
19,1,0.001,5,78.6,6.800000000000001,0.0,0.02975,8.6,8.6,0,0.09359375,22.8
19,1,0.001,5,55.8,9.0,0.0,0.02498958333333333,10.4,8.8,0,0.09568181818181817,24.0
19,1,0.001,5,67.8,8.4,0.0,0.03142857142857141,7.4,6.4,0,0.09802631578947367,26.4
19,1,0.001,10,67.4,11.8,0.0,0.02949999999999984,9.8,9.0,0,0.09359375,33.8
19,1,0.001,10,66.4,6.8,0.0,0.031849999999999955,8.0,9.4,0,0.09554347826086956,25.4
19,1,0.001,10,67.4,10.8,0.0,0.02712500000000002,8.4,8.6,0,0.094125,27.0
19,1,0.001,10,74.8,7.0,0.0,0.03379032258064513,9.0,10.2,0,0.09285714285714285,28.0
19,1,0.001,10,59.6,8.6,0.0,0.029199999999999955,9.8,7.800000000000001,0,0.09560344827586206,25.4
19,1,0.001,10,81.4,11.2,0.0,0.03272321428571425,8.0,10.4,0,0.09691176470588235,31.0
19,1,0.001,10,70.2,9.8,0.0,0.03209677419354841,11.0,9.200000000000001,0,0.09673913043478259,24.8
19,1,0.001,10,68.8,6.6000000000000005,0.0,0.031249999999999944,8.6,8.4,0,0.09478260869565217,25.2
19,1,0.001,10,71.8,9.600000000000001,0.0,0.02738095238095249,8.8,8.2,0,0.09509615384615384,33.4
19,1,0.001,10,76.0,8.0,0.0,0.03411290322580647,9.0,9.0,0,0.1,29.8
19,1,0.001,10,80.2,12.399999999999999,0.0,0.030919117647058826,13.6,8.8,0,0.09560606060606061,33.4
19,1,0.001,10,77.0,7.6,0.0,0.03483870967741937,7.4,10.8,0,0.09925925925925927,26.6
19,1,0.001,10,71.4,9.0,0.0,0.024659090909090905,10.6,9.0,0,0.09638888888888887,28.4
19,1,0.001,10,82.2,7.8,0.0,0.025284090909090815,11.2,8.4,0,0.09818181818181816,29.2
19,1,0.001,10,73.8,8.399999999999999,0.0,0.03176724137931032,9.0,8.799999999999999,0,0.095625,27.6
19,1,0.001,10,84.8,10.6,0.0,0.029423076923076875,11.0,7.3999999999999995,0,0.09519230769230769,31.2
19,1,0.001,10,76.8,9.600000000000001,0.0,0.024994047619047614,12.2,10.8,0,0.09428571428571428,35.0
19,1,0.001,10,90.6,10.8,0.0,0.02924999999999997,8.2,11.4,0,0.09548076923076923,34.8
19,1,0.001,10,81.6,13.2,0.0,0.03139705882352944,11.8,11.0,0,0.09613636363636363,35.6
19,1,0.001,10,65.8,10.8,0.0,0.03154166666666664,8.4,13.0,0,0.09654761904761906,27.6
19,1,0.001,10,62.8,8.4,0.0,0.0248125,8.4,9.6,0,0.09403846153846152,27.0
19,1,0.001,10,88.0,5.8,0.0,0.027499999999999934,9.8,7.0,0,0.099125,28.2
19,1,0.001,10,69.0,8.4,0.0,0.02475249999999999,12.6,7.2,0,0.09439655172413794,27.8
19,1,0.001,10,83.4,8.0,0.0,0.027663043478260846,10.2,8.4,0,0.09434782608695651,31.4
19,1,0.001,10,67.6,11.4,0.0,0.024864285714285714,9.0,8.8,0,0.0946875,29.2
19,1,0.001,20,82.6,9.0,0.0,0.03269531250000003,10.6,12.0,0,0.0946590909090909,32.6
19,1,0.001,20,71.4,9.8,0.0,0.024466666666666668,12.0,7.6,0,0.09641666666666665,28.8
19,1,0.001,20,76.2,12.0,0.0,0.03177083333333337,7.4,11.4,0,0.09985294117647057,32.0
19,1,0.001,20,69.6,8.2,0.0,0.030431034482758582,11.4,8.4,0,0.09480769230769229,27.8
19,1,0.001,20,81.6,9.6,0.0,0.031939655172413796,10.0,10.2,0,0.09659090909090907,30.4
19,1,0.001,20,69.6,12.0,0.0,0.03191406249999994,10.0,11.200000000000001,0,0.0953448275862069,29.6
19,1,0.001,20,67.0,10.6,0.0,0.02581249999999997,7.6,12.8,0,0.09333333333333332,27.4
19,1,0.001,20,65.2,10.2,0.0,0.02431249999999998,7.2,7.8,0,0.09291666666666668,26.8
19,1,0.001,20,65.0,7.2,0.0,0.03429166666666663,8.4,11.200000000000001,0,0.13999999999999993,27.4
19,1,0.001,20,80.0,10.600000000000001,0.0,0.028149999999999918,11.4,7.4,0,0.09508928571428571,31.8
19,1,0.001,20,69.0,9.2,0.0,0.034335937499999955,9.4,8.6,0,0.09695652173913043,28.6
19,1,0.001,20,60.8,11.0,0.0,0.03520161290322581,7.0,10.8,0,0.09511904761904762,27.2
19,1,0.001,20,68.2,10.399999999999999,0.0,0.032974137931034465,8.4,11.0,0,0.09326923076923076,27.0
19,1,0.001,20,54.6,7.8,0.0,0.031538461538461536,8.0,10.4,0,0.09691176470588235,22.8
19,1,0.001,20,81.2,11.6,0.0,0.02485365853658537,7.8,9.2,0,0.09529411764705881,31.6
19,1,0.001,20,71.4,12.0,0.0,0.030560344827586128,10.6,10.0,0,0.09526315789473683,32.4
19,1,0.001,20,74.0,7.3999999999999995,0.0,0.024918181818181815,8.2,11.6,0,0.14499999999999988,29.2
19,1,0.001,20,67.4,13.6,0.0,0.03215517241379309,8.0,9.8,0,0.09554347826086956,30.8
19,1,0.001,20,80.0,10.4,0.0,0.03330645161290319,8.6,12.4,0,0.09761904761904762,33.2
19,1,0.001,20,52.2,10.4,0.0,0.028299999999999922,8.6,10.2,0,0.09394736842105261,28.2
19,1,0.001,20,73.6,8.8,0.0,0.034350000000000006,6.0,11.0,0,0.09868421052631578,25.4
19,1,0.001,20,70.6,13.8,0.0,0.030096153846153963,8.8,9.799999999999999,0,0.0925,31.0
19,1,0.001,20,88.0,11.8,0.0,0.03128906249999995,10.8,13.4,0,0.09676470588235295,35.0
19,1,0.001,20,72.0,8.4,0.0,0.024640306122448982,11.2,9.6,0,0.09442307692307692,26.4
19,1,0.001,20,82.8,6.6,0.0,0.03156249999999994,10.0,7.800000000000001,0,0.1487499999999999,29.2
19,1,0.001,50,73.4,10.600000000000001,0.0,0.03013392857142859,9.8,10.8,0,0.09413043478260869,31.2
19,1,0.001,50,79.2,9.8,0.0,0.03325892857142856,8.8,8.8,0,0.09958333333333334,32.4
19,1,0.001,50,68.0,9.6,0.0,0.03289285714285709,10.4,11.4,0,0.09649999999999999,28.6
19,1,0.001,50,95.0,13.8,0.0,0.032983870967741906,8.2,13.0,0,0.094,40.2
19,1,0.001,50,70.2,9.2,0.0,0.028749999999999908,11.2,9.8,0,0.09446428571428571,24.8
19,1,0.001,50,82.6,10.4,0.0,0.03318548387096778,9.4,11.4,0,0.09312499999999997,31.4
19,1,0.001,50,73.0,11.8,0.0,0.02538043478260866,10.4,9.0,0,0.09479166666666668,30.8
19,1,0.001,50,80.8,10.6,0.0,0.02614130434782613,8.6,12.399999999999999,0,0.09421052631578945,29.4
19,1,0.001,50,60.8,10.600000000000001,0.0,0.024209459459459445,9.6,7.8,0,0.09089285714285714,27.4
19,1,0.001,50,86.2,11.6,0.0,0.03560810810810808,8.6,12.8,0,0.097625,37.8
19,1,0.001,50,74.2,10.0,0.0,0.024656779661016932,9.4,12.6,0,0.095,29.4
19,1,0.001,50,73.2,9.2,0.0,0.03236111111111107,9.6,7.6,0,0.13249999999999978,28.8
19,1,0.001,50,65.8,7.800000000000001,0.0,0.03005208333333327,9.0,7.2,0,0.0946875,26.4
19,1,0.001,50,73.0,8.4,0.0,0.034257812500000005,9.0,11.0,0,0.09780000000000001,27.8
19,1,0.001,50,73.6,11.600000000000001,0.0,0.0319166666666667,11.0,7.6,0,0.09342105263157896,29.0
19,1,0.001,50,63.8,8.4,0.0,0.029147727272727224,6.4,11.6,0,0.09545454545454544,26.6
19,1,0.001,50,56.2,9.2,0.0,0.03217592592592586,8.6,9.6,0,0.0975,21.6
19,1,0.001,50,76.0,8.8,0.0,0.024653124999999994,8.6,8.0,0,0.09402777777777778,29.8
19,1,0.001,50,64.6,9.8,0.0,0.027499999999999986,8.2,9.8,0,0.09375,28.6
19,1,0.001,50,74.8,9.2,0.0,0.029880952380952338,7.4,9.0,0,0.094875,28.0
19,1,0.001,50,76.0,8.0,0.0,0.024872159090909073,11.2,7.3999999999999995,0,0.09349999999999999,28.0
19,1,0.001,50,63.8,8.6,0.0,0.03222222222222223,9.6,8.2,0,0.09861111111111111,27.0
19,1,0.001,50,56.0,7.8,0.0,0.03164999999999999,8.4,9.0,0,0.09523809523809525,23.2
19,1,0.001,50,77.6,10.4,0.0,0.03370535714285714,8.4,9.6,0,0.1,28.4
19,1,0.001,50,58.0,9.8,0.0,0.030480769230769124,8.6,9.4,0,0.09232142857142858,24.6
19,1,0.001,500,65.8,8.8,0.0,0.033588709677419296,8.8,10.0,0,0.09725,27.6
19,1,0.001,500,70.8,8.6,0.0,0.029739583333333257,9.2,8.6,0,0.09661764705882352,30.4
19,1,0.001,500,82.8,8.4,0.0,0.024888297872340422,9.6,8.0,0,0.15625000000000008,31.6
19,1,0.001,500,75.0,11.0,0.0,0.031874999999999966,12.4,9.4,0,0.09666666666666665,30.4
19,1,0.001,500,66.8,7.199999999999999,0.0,0.031249999999999944,8.0,9.799999999999999,0,0.09731481481481483,25.0
19,1,0.001,500,66.8,10.0,0.0,0.030694444444444458,9.6,8.4,0,0.09411764705882353,27.6
19,1,0.001,500,68.4,9.0,0.0,0.030312499999999964,6.6,9.4,0,0.095,29.2
19,1,0.001,500,64.8,12.2,0.0,0.03694767441860464,8.6,12.8,0,0.0975,31.0
19,1,0.001,500,80.8,8.2,0.0,0.03529166666666663,7.6,8.0,0,0.094375,26.4
19,1,0.001,500,61.0,7.0,0.0,0.03312500000000005,11.6,7.4,0,0.09673076923076923,21.2
19,1,0.001,500,68.0,9.0,0.0,0.02698529411764703,6.4,9.4,0,0.10374999999999959,26.4
19,1,0.001,500,66.2,9.0,0.0,0.03610294117647058,9.4,7.6,0,0.09583333333333333,26.0
19,1,0.001,500,77.8,8.4,0.0,0.024901098901098897,8.6,9.799999999999999,0,0.09397058823529411,28.2
19,1,0.001,500,62.2,9.6,0.0,0.030791666666666672,11.0,8.4,0,0.09413043478260869,25.8
19,1,0.001,500,77.6,8.4,0.0,0.02690476190476194,8.4,9.399999999999999,0,0.09694444444444446,28.0
19,1,0.001,500,78.4,9.0,0.0,0.02915000000000005,10.2,7.4,0,0.09447916666666666,30.8
19,1,0.001,500,79.0,10.0,0.0,0.029230769230769036,10.6,11.6,0,0.09852272727272725,30.2
19,1,0.001,500,81.0,10.8,0.0,0.02505434782608706,11.4,9.2,0,0.09593750000000001,34.0
19,1,0.001,500,79.0,8.6,0.0,0.03279411764705876,11.2,10.2,0,0.09880434782608694,30.0
19,1,0.001,500,74.8,12.0,0.0,0.025989583333333323,9.8,11.2,0,0.09490384615384614,29.2
19,1,0.001,500,55.4,6.6,0.0,0.024928571428571435,6.8,8.200000000000001,0,0.15499999999999997,19.4
19,1,0.001,500,65.2,9.2,0.0,0.024673076923076905,10.0,5.8,0,0.0968421052631579,25.0
19,1,0.001,500,78.0,10.0,0.0,0.029953703703703732,9.0,13.0,0,0.09475,32.2
19,1,0.001,500,73.6,10.4,0.0,0.030336538461538404,9.8,8.2,0,0.09481481481481481,31.2
19,1,0.001,500,82.8,8.8,0.0,0.03129629629629624,9.2,9.8,0,0.0996590909090909,33.6
19,1,0.001,1000,64.0,10.4,0.0,0.03032608695652175,8.2,8.8,0,0.09532608695652176,26.4
19,1,0.001,1000,75.0,10.0,0.0,0.024782499999999996,10.2,11.0,0,0.096625,28.6
19,1,0.001,1000,62.4,8.6,0.0,0.02422256097560976,8.4,8.8,0,0.09153846153846151,25.4
19,1,0.001,1000,67.4,8.2,0.0,0.034687499999999934,8.4,9.0,0,0.097,24.8
19,1,0.001,1000,77.4,7.0,0.0,0.024527397260273965,11.8,8.4,0,0.09459999999999999,25.0
19,1,0.001,1000,74.8,6.4,0.0,0.02454999999999998,9.8,7.0,0,0.14687499999999995,25.6
19,1,0.001,1000,70.0,11.0,0.0,0.027065217391304325,10.2,7.800000000000001,0,0.09333333333333332,28.4
19,1,0.001,1000,67.8,4.800000000000001,0.0,0.031086956521739085,8.6,8.0,0,0.09687499999999998,23.4
19,1,0.001,1000,73.4,10.0,0.0,0.024607558139534882,9.0,7.6,0,0.12750000000000022,29.4
19,1,0.001,1000,74.2,9.4,0.0,0.030249999999999985,9.4,9.4,0,0.09960526315789474,30.0
19,1,0.001,1000,73.6,15.4,0.0,0.030937499999999937,11.0,12.200000000000001,0,0.09634615384615385,32.8
19,1,0.001,1000,84.0,9.2,0.0,0.03420454545454547,8.0,13.4,0,0.09555555555555556,28.0
19,1,0.001,1000,71.6,10.6,0.0,0.026413043478260966,11.2,7.2,0,0.09352272727272727,28.6
19,1,0.001,1000,82.2,7.4,0.0,0.028124999999999973,9.4,11.399999999999999,0,0.09588235294117645,27.8
19,1,0.001,1000,65.2,8.2,0.0,0.024742537313432834,10.4,6.3999999999999995,0,0.09645833333333334,25.2
19,1,0.001,1000,73.2,10.0,0.0,0.025178571428571436,9.4,10.8,0,0.095,28.6
19,1,0.001,1000,58.4,11.399999999999999,0.0,0.02886904761904758,7.2,8.8,0,0.09510416666666666,26.0
19,1,0.001,1000,68.6,8.2,0.0,0.02920454545454537,7.8,10.0,0,0.09433333333333334,27.4
19,1,0.001,1000,63.4,12.0,0.0,0.026250000000000044,9.0,9.8,0,0.09644736842105263,27.2
19,1,0.001,1000,79.4,9.6,0.0,0.0313425925925926,8.2,11.6,0,0.1474999999999999,28.2
19,1,0.001,1000,73.0,8.600000000000001,0.0,0.02403684210526317,9.2,10.2,0,0.09359375,27.0
19,1,0.001,1000,82.0,7.4,0.0,0.03125,10.2,8.0,0,0.09842105263157894,28.8
19,1,0.001,1000,68.8,8.0,0.0,0.024882530120481944,11.2,6.2,0,0.09499999999999999,28.6
19,1,0.001,1000,74.2,9.399999999999999,0.0,0.02462921348314607,8.2,9.4,0,0.09977272727272725,26.8
19,1,0.001,1000,72.4,8.600000000000001,0.0,0.02440937499999999,10.4,8.2,0,0.09324999999999999,28.2
19,1,0.005,1,102.4,0.2,3.6,0.006897058823529425,17.2,3.0,0,0.05249999999999973,1.4
19,1,0.005,1,88.6,1.6,3.8,0.004898443579766536,12.6,4.8,0,0.04834239130434783,4.0
19,1,0.005,1,96.8,0.0,2.8,0.004975621890547265,16.2,4.4,0,0.048962264150943395,2.0
19,1,0.005,1,91.4,1.4,2.8,0.0049609657947686115,15.4,4.0,0,0.11312499999999974,3.0
19,1,0.005,1,104.8,0.8,4.0,0.006611111111111135,15.4,4.4,0,0.0654166666666667,5.0
19,1,0.005,1,88.6,1.2000000000000002,2.8,0.006616666666666666,14.8,3.8,0,0.04880102040816327,2.8
19,1,0.005,1,109.6,1.2000000000000002,4.0,0.004928193832599119,16.8,4.8,0,0.04864754098360656,3.6
19,1,0.005,1,90.8,2.2,2.6,0.005068181818181885,13.8,5.6000000000000005,0,0.05312500000000004,4.2
19,1,0.005,1,97.2,0.2,3.0,0.010107142857142913,13.8,2.0,0,0.04916666666666667,2.8
19,1,0.005,1,73.0,0.6000000000000001,1.6,0.004914492753623188,13.4,2.6,0,0.07,1.2
19,1,0.005,1,103.8,0.4,1.4,0.004933173076923078,16.6,2.8,0,0.04914473684210526,1.4
19,1,0.005,1,98.8,1.6,4.0,0.004902857142857142,13.4,4.4,0,0.078125,3.4
19,1,0.005,1,88.4,0.2,2.8,0.004996618357487922,14.2,3.8,0,0.04927499999999999,2.0
19,1,0.005,1,79.8,2.4,3.2,0.004981531531531532,13.0,5.0,0,0.08333333333333323,4.8
19,1,0.005,1,81.4,1.0,1.4,0.008300000000000007,15.0,2.6,0,0.049175531914893614,2.0
19,1,0.005,1,92.6,2.0,3.4,0.004921854304635762,13.6,4.6,0,0.048651960784313726,3.8
19,1,0.005,1,93.0,0.4,2.0,0.00811111111111109,13.8,3.2,0,0.04968085106382979,2.0
19,1,0.005,1,89.2,1.2000000000000002,2.6,0.00493487297921478,15.6,3.6,0,0.049130434782608694,2.6
19,1,0.005,1,102.6,0.0,3.2,0.004959825327510917,17.2,4.0,0,0.049942307692307696,2.6
19,1,0.005,1,86.4,2.2,2.2,0.004957421875,12.8,3.6,0,0.048856382978723405,4.0
19,1,0.005,1,94.4,0.6000000000000001,2.2,0.0071999999999999495,16.0,3.4,0,0.049949999999999994,2.6
19,1,0.005,1,89.2,1.8,2.6,0.004971255060728746,14.2,3.4000000000000004,0,0.06916666666666668,4.6
19,1,0.005,1,106.6,1.0,2.2,0.008134615384615395,16.8,4.4,0,0.05062499999999998,3.0
19,1,0.005,1,99.2,1.6,2.6,0.004988582677165354,15.0,3.6,0,0.07437499999999996,4.0
19,1,0.005,1,96.4,0.6000000000000001,2.8,0.007362499999999965,16.8,4.2,0,0.05249999999999995,2.4
19,1,0.005,5,92.2,1.2,0.0,0.004970556552962297,14.8,1.6,0,0.09625,3.6
19,1,0.005,5,100.4,0.8,0.0,0.00496409090909091,15.4,1.0,0,0.04908163265306122,0.8
19,1,0.005,5,98.4,3.6,0.0,0.004880338266384779,14.6,2.8,0,0.08611111111111105,4.8
19,1,0.005,5,99.0,0.2,0.0,0.00983333333333333,15.4,0.2,0,0.04949152542372882,2.0
19,1,0.005,5,86.6,2.2,0.0,0.004926666666666666,15.8,2.2,0,0.04961538461538461,4.0
19,1,0.005,5,116.2,1.4,0.0,0.006045454545454555,21.0,1.6,0,0.049272151898734164,1.4
19,1,0.005,5,101.0,1.8,0.0,0.0049475728155339805,14.8,1.5999999999999999,0,0.07124999999999997,3.4
19,1,0.005,5,111.2,0.6000000000000001,0.0,0.0049125284738040995,18.4,0.8,0,0.04923828125,1.6
19,1,0.005,5,105.4,2.2,0.0,0.0048795811518324616,18.0,2.2,0,0.05649999999999995,3.0
19,1,0.005,5,109.0,0.2,0.0,0.0049868852459016375,16.6,0.0,0,0.04827380952380952,1.0
19,1,0.005,5,103.8,3.4000000000000004,0.0,0.00490356394129979,16.8,3.4,0,0.051874999999999956,5.4
19,1,0.005,5,110.2,0.6000000000000001,0.0,0.01154687500000005,18.6,0.6,0,0.07916666666666668,2.2
19,1,0.005,5,101.8,2.5999999999999996,0.0,0.004966423357664234,15.6,3.2,0,0.08071428571428575,5.4
19,1,0.005,5,100.4,0.6000000000000001,0.0,0.008874999999999886,17.2,0.0,0,0.04844202898550725,1.4
19,1,0.005,5,101.0,4.0,0.0,0.004814872798434441,16.2,4.4,0,0.07312500000000008,4.4
19,1,0.005,5,117.0,0.4,0.0,0.008274999999999935,19.4,0.0,0,0.0504999999999999,0.8
19,1,0.005,5,111.0,2.8000000000000003,0.0,0.004897080291970803,17.2,2.8000000000000003,0,0.07954545454545449,4.4
19,1,0.005,5,118.6,0.0,0.0,0.006750000000000009,22.6,0.0,0,0.048840579710144924,0.8
19,1,0.005,5,109.8,3.8,0.0,0.0048778916544655925,15.4,4.0,0,0.07468749999999998,5.2
19,1,0.005,5,117.4,1.4,0.0,0.014437499999999976,18.6,1.2,0,0.049420289855072456,2.4
19,1,0.005,5,91.2,2.0,0.0,0.004928698752228163,16.0,2.2,0,0.04968181818181818,3.8
19,1,0.005,5,119.8,0.8,0.0,0.0049635245901639355,18.0,1.2,0,0.06321428571428572,2.2
19,1,0.005,5,102.8,3.2,0.0,0.004923243243243244,17.8,3.5999999999999996,0,0.0654166666666667,4.2
19,1,0.005,5,123.2,2.2,0.0,0.008725000000000031,19.6,1.7999999999999998,0,0.05458333333333332,4.2
19,1,0.005,5,101.4,3.8,0.0,0.004983361064891847,16.2,3.2,0,0.04984375,5.4
19,1,0.005,10,117.8,0.4,0.0,0.0049528735632183895,18.0,1.0,0,0.06906249999999997,1.4
19,1,0.005,10,104.0,2.4000000000000004,0.0,0.006450000000000048,16.6,4.2,0,0.04911363636363636,4.4
19,1,0.005,10,113.0,2.6,0.0,0.011392857142857172,17.8,0.4,0,0.04879629629629629,4.4
19,1,0.005,10,112.4,1.8,0.0,0.004880851063829787,17.8,1.6,0,0.08111111111111112,3.2
19,1,0.005,10,126.8,1.2,0.0,0.00496007326007326,21.4,2.2,0,0.05333333333333327,2.4
19,1,0.005,10,105.0,2.8,0.0,0.005553571428571377,18.2,2.6,0,0.14124999999999982,4.8
19,1,0.005,10,116.4,1.2000000000000002,0.0,0.014640624999999971,17.4,0.6,0,0.04871153846153846,4.6
19,1,0.005,10,109.6,2.0,0.0,0.004904930966469428,19.8,2.2,0,0.08055555555555549,3.6
19,1,0.005,10,127.8,0.8,0.0,0.004985210084033614,19.4,1.2000000000000002,0,0.0499537037037037,2.8
19,1,0.005,10,104.2,1.6,0.0,0.004946924428822495,15.2,1.0,0,0.051874999999999956,3.2
19,1,0.005,10,117.8,1.6,0.0,0.004965217391304348,20.0,3.0,0,0.05916666666666674,2.6
19,1,0.005,10,108.0,5.2,0.0,0.007711538461538419,15.4,4.6,0,0.09949999999999998,8.0
19,1,0.005,10,104.6,2.0,0.0,0.017724999999999897,19.4,1.2,0,0.06874999999999999,2.8
19,1,0.005,10,112.4,2.5999999999999996,0.0,0.006187500000000024,17.8,4.2,0,0.07999999999999995,6.0
19,1,0.005,10,112.8,2.8,0.0,0.015624999999999927,16.8,1.4,0,0.07249999999999997,4.8
19,1,0.005,10,106.4,3.8,0.0,0.006883333333333303,19.6,3.6,0,0.07874999999999999,6.4
19,1,0.005,10,128.8,0.6000000000000001,0.0,0.0058888888888889036,18.4,1.2,0,0.05500000000000003,1.4
19,1,0.005,10,99.0,2.6,0.0,0.00647619047619047,18.6,2.4,0,0.08749999999999994,3.8
19,1,0.005,10,121.4,0.8,0.0,0.006125000000000023,19.2,0.6000000000000001,0,0.048624999999999995,2.2
19,1,0.005,10,106.4,1.8,0.0,0.004882470784641068,13.6,1.4,0,0.08333333333333331,2.8
19,1,0.005,10,99.2,2.2,0.0,0.004994373401534527,21.4,2.8000000000000003,0,0.054999999999999896,3.6
19,1,0.005,10,121.0,3.4000000000000004,0.0,0.007843749999999998,16.8,3.2,0,0.0779545454545454,5.8
19,1,0.005,10,113.6,0.6,0.0,0.011249999999999852,20.4,1.2000000000000002,0,0.05449999999999999,3.0
19,1,0.005,10,119.0,4.2,0.0,0.004970715474209651,17.0,3.2,0,0.0797916666666666,6.0
19,1,0.005,10,91.4,0.0,0.0,0.009735294117647009,13.4,0.4,0,0.04982558139534883,1.6
19,1,0.005,20,112.4,3.0,0.0,0.004891492776886035,18.4,4.3999999999999995,0,0.08062500000000003,5.2
19,1,0.005,20,132.6,3.2,0.0,0.018541666666666644,19.8,2.0,0,0.04935185185185185,5.2
